CINC	CREN	CMAL	CSCH	JG5-1
		Mal24_g4662	g9935	
		Mal24_g4663	g9934	
		Mal24_g4664	g9933	
		Mal24_g4665	g9932	
		Mal24_g4666	g9931	
		Mal24_g4667	g9930	
		Mal24_g4670	g9929	
		Mal24_g4671	g9928	
		Mal24_g4674	g9925	
		Mal24_g4675	g9924	
		Mal24_g4678	g9922	
		Mal24_g4679	g9921	
		Mal24_g4681	g9920	
		Mal24_g4690	g9913	
		Mal24_g4691	g9912	
		Mal24_g4693	g9911	
		Mal24_g4694	g9909	
		Mal24_g4695	g9908	
		Mal24_g4696	g9907	
		Mal24_g4699	g9905	
		Mal24_g4702	g9902	
		Mal24_g4704	g9900	
		Mal24_g4706	g9899	
		Mal24_g4708	g9897	
		Mal24_g4709	g9896	
		Mal24_g4710	g9895	
		Mal24_g4711	g9894	
		Mal24_g4712	g9893	
		Mal24_g4713	g9892	
		Mal24_g4714	g9891	
		Mal24_g4718	g15605	
		Mal24_g4721	g15600	
		Mal24_g4722	g15599	
		Mal24_g4723	g15598	
		Mal24_g4724	g15597	
		Mal24_g4725	g15596	
		Mal24_g4727	g15594	
		Mal24_g4731	g15589	
		Mal24_g4732	g15588	
		Mal24_g4733	g15587	
		Mal24_g4739	g15581	
		Mal24_g4741	g13797	
		Mal24_g4745	g10186	
		Mal24_g4750	g10191	
		Mal24_g4751	g10192	
		Mal24_g4752	g10193	
		Mal24_g4753	g10194	
		Mal24_g4754	g10195	
		Mal24_g4755	g10196	
		Mal24_g4756	g10197	
		Mal24_g4763	g10203	
		Mal24_g4764	g10204	
		Mal24_g4765	g10205	
		Mal24_g4774	g10213	
		Mal24_g4775	g10214	
		Mal24_g4777	g10216	
		Mal24_g4778	g10217	
		Mal24_g4781	g10219	
		Mal24_g4782	g10220	
		Mal24_g4784	g10222	
		Mal24_g4785	g10223	
		Mal24_g4786	g10224	
		Mal24_g4790	g10229	
		Mal24_g4792	g10231	
		Mal24_g4797	g10237	
		Mal24_g4798	g10239	
		Mal24_g4799	g10240	
		Mal24_g4801	g10242	
		Mal24_g4803	g10245	
		Mal24_g4804	g10246	
		Mal24_g4809	g17539	
		Mal24_g4810	g17538	
		Mal24_g4811	g17537	
		Mal24_g4812	g17536	
		Mal24_g4813	g17535	
		Mal24_g4814	g17534	
		Mal24_g4815	g17532	
		Mal24_g4816	g17531	
		Mal24_g4817	g17530	
		Mal24_g4818	g17529	
		Mal24_g4819	g17528	
		Mal24_g4821	g17527	
		Mal24_g4822	g17526	
		Mal24_g4823	g17525	
		Mal24_g4824	g17524	
		Mal24_g4830	g17519	
		Mal24_g4831	g17518	
		Mal24_g4832	g17517	
		Mal24_g4833	g17516	
		Mal24_g4834	g17515	
		Mal24_g4835	g17512	
		Mal24_g4836	g17511	
		Mal24_g4841	g17507	
		Mal24_g4843	g17506	
		Mal24_g4844	g17505	
		Mal24_g4845	g17504	
		Mal24_g4848	g17502	
		Mal24_g4850	g10176	
		Mal24_g4851	g10177	
		Mal24_g4854	g16901	
		Mal24_g4855	g10916	
		Mal24_g4856	g10917	
		Mal24_g4857	g10918	
		Mal24_g4859	g10920	
		Mal24_g4860	g10921	
		Mal24_g4864	g10926	
		Mal24_g4865	g10927	
		Mal24_g4866	g10929	
		Mal24_g4868	g10931	
		Mal24_g4870	g10932	
		Mal24_g4871	g10933	
		Mal24_g4872	g10934	
		Mal24_g4873	g10935	
		Mal24_g4875	g10937	
		Mal24_g4876	g10938	
		Mal24_g4877	g10940	
		Mal24_g4878	g10941	
		Mal24_g4879	g10942	
		Mal24_g4880	g10943	
		Mal24_g4882	g10945	
		Mal24_g4883	g10946	
		Mal24_g4884	g10947	
		Mal24_g4886	g10949	
		Mal24_g4891	g10953	
		Mal24_g4894	g10956	
		Mal24_g4895	g10957	
		Mal24_g4898	g10958	
		Mal24_g4899	g10959	
		Mal24_g4900	g10960	
		Mal24_g4901	g10961	
		Mal24_g4902	g10962	
		Mal24_g4903	g10963	
		Mal24_g4904	g10964	
		Mal24_g4905	g10965	
		Mal24_g4906	g10966	
		Mal24_g4907	g10967	
		Mal24_g4908	g10969	
		Mal24_g4909	g10970	
		Mal24_g4910	g10971	
		Mal24_g4912	g10973	
		Mal24_g4913	g10974	
		Mal24_g4914	g10975	
		Mal24_g4916	g10976	
		Mal24_g4917	g10979	
		Mal24_g4918	g10980	
		Mal24_g4920	g10981	
		Mal24_g4921	g10982	
		Mal24_g4923	g10984	
		Mal24_g4926	g10987	
		Mal24_g4928	g10989	
		Mal24_g4930	g10991	
		Mal24_g4935	g10995	
		Mal24_g4936	g10996	
		Mal24_g4937	g10998	
		Mal24_g4938	g10999	
		Mal24_g4939	g11000	
		Mal24_g4941	g11001	
		Mal24_g4942	g11002	
		Mal24_g4943	g11003	
		Mal24_g4949	g11009	
		Mal24_g4950	g11010	
		Mal24_g4951	g11011	
		Mal24_g4953	g11013	
		Mal24_g4956	g11015	
		Mal24_g4957	g11018	
		Mal24_g4958	g11019	
		Mal24_g4960	g11021	
		Mal24_g4961	g11022	
		Mal24_g4962	g11023	
		Mal24_g4963	g11024	
		Mal24_g4964	g11025	
		Mal24_g4965	g11026	
		Mal24_g4966	g11027	
		Mal24_g4967	g11028	
		Mal24_g4968	g11029	
		Mal24_g4970	g11031	
		Mal24_g4971	g11032	
		Mal24_g4972	g11033	
		Mal24_g4973	g11034	
		Mal24_g4974	g11035	
		Mal24_g4975	g11036	
		Mal24_g4980	g11037	
		Mal24_g4981	g11039	
		Mal24_g4982	g11040	
		Mal24_g4983	g11041	
		Mal24_g4985	g11043	
		Mal24_g4986	g11044	
		Mal24_g4987	g11045	
		Mal24_g4988	g11046	
		Mal24_g4989	g11047	
		Mal24_g4990	g11048	
		Mal24_g4992	g11050	
		Mal24_g4993	g11051	
		Mal24_g4994	g11052	
		Mal24_g4995	g11053	
		Mal24_g4997	g11055	
		Mal24_g4999	g11056	
		Mal24_g5000	g11057	
		Mal24_g5002	g11059	
		Mal24_g5003	g11060	
		Mal24_g5004	g11061	
		Mal24_g5005	g11062	
		Mal24_g5006	g11063	
		Mal24_g5007	g11064	
		Mal24_g5010	g11066	
		Mal24_g5011	g11067	
		Mal24_g5012	g11068	
		Mal24_g5013	g11069	
		Mal24_g5014	g11070	
		Mal24_g5015	g11071	
		Mal24_g5016	g11072	
		Mal24_g5017	g11073	
		Mal24_g5019	g11075	
		Mal24_g5021	g11077	
		Mal24_g5022	g11078	
		Mal24_g5023	g11079	
		Mal24_g5024	g11080	
		Mal24_g5026	g11082	
		Mal24_g5027	g11083	
		Mal24_g5030	g11084	
		Mal24_g5031	g11085	
		Mal24_g5032	g11086	
		Mal24_g5033	g11087	
		Mal24_g5034	g11088	
		Mal24_g5035	g11089	
		Mal24_g5036	g11090	
		Mal24_g5037	g11091	
		Mal24_g5038	g11093	
		Mal24_g5039	g11094	
		Mal24_g5040	g11095	
		Mal24_g5041	g11096	
		Mal24_g5042	g11097	
		Mal24_g5043	g11098	
		Mal24_g5044	g11099	
		Mal24_g5045	g11100	
		Mal24_g5046	g11101	
		Mal24_g5047	g11103	
		Mal24_g5048	g11104	
		Mal24_g5049	g11105	
		Mal24_g5050	g11106	
		Mal24_g5051	g11107	
		Mal24_g5052	g11108	
		Mal24_g5053	g11109	
		Mal24_g5054	g11110	
		Mal24_g5055	g11111	
		Mal24_g5056	g11112	
		Mal24_g5057	g11113	
		Mal24_g5058	g11114	
		Mal24_g5059	g11115	
		Mal24_g5060	g13507	
		Mal24_g5061	g11119	
		Mal24_g5062	g11120	
		Mal24_g5064	g11122	
		Mal24_g5065	g11123	
		Mal24_g5066	g11124	
		Mal24_g5067	g11125	
		Mal24_g5069	g11126	
		Mal24_g5070	g11127	
		Mal24_g5071	g11128	
		Mal24_g5072	g11129	
		Mal24_g5073	g11130	
		Mal24_g5074	g11131	
		Mal24_g5075	g11132	
		Mal24_g5077	g11134	
		Mal24_g5078	g11135	
		Mal24_g5079	g11136	
		Mal24_g5086	g11139	
		Mal24_g5088	g11141	
		Mal24_g5089	g11142	
		Mal24_g5090	g11143	
		Mal24_g5091	g11144	
		Mal24_g5092	g11145	
		Mal24_g5094	g11147	
		Mal24_g5095	g11148	
		Mal24_g5096	g11149	
		Mal24_g5098	g11151	
		Mal24_g5099	g11152	
		Mal24_g5100	g11153	
		Mal24_g5102	g11155	
		Mal24_g5103	g11156	
		Mal24_g5105	g11158	
		Mal24_g5106	g11159	
		Mal24_g5110	g11164	
		Mal24_g5111	g11165	
		Mal24_g5112	g11166	
		Mal24_g5113	g11167	
		Mal24_g5116	g11170	
		Mal24_g5118	g11172	
		Mal24_g5119	g11173	
		Mal24_g5120	g11174	
		Mal24_g5122	g11176	
		Mal24_g5123	g11177	
		Mal24_g5124	g11178	
		Mal24_g5125	g11179	
		Mal24_g5127	g11181	
		Mal24_g5130	g11182	
		Mal24_g5131	g11183	
		Mal24_g5132	g11184	
		Mal24_g5135	g11186	
		Mal24_g5141	g11188	
		Mal24_g5142	g11189	
		Mal24_g5143	g11190	
		Mal24_g5144	g11191	
		Mal24_g5145	g11192	
		Mal24_g5146	g11193	
		Mal24_g5147	g11194	
		Mal24_g5148	g11195	
		Mal24_g5150	g11197	
		Mal24_g5151	g11198	
		Mal24_g5152	g11205	
		Mal24_g5153	g11202	
		Mal24_g5155	g11204	
		Mal24_g5156	g11206	
		Mal24_g5160	g11208	
		Mal24_g5162	g11210	
		Mal24_g5164	g11212	
		Mal24_g5165	g11213	
		Mal24_g5170	g11217	
		Mal24_g5171	g11218	
		Mal24_g5172	g11219	
		Mal24_g5173	g11220	
		Mal24_g5174	g11221	
		Mal24_g5176	g11222	
		Mal24_g5178	g11224	
		Mal24_g5179	g11225	
		Mal24_g5180	g11226	
		Mal24_g5181	g11227	
		Mal24_g5182	g11228	
		Mal24_g5183	g11229	
		Mal24_g5184	g11230	
		Mal24_g5185	g11232	
		Mal24_g5186	g11233	
		Mal24_g5187	g11234	
		Mal24_g5188	g11235	
		Mal24_g5189	g11236	
		Mal24_g5190	g11237	
		Mal24_g5191	g11238	
		Mal24_g5193	g11240	
		Mal24_g5194	g11241	
		Mal24_g5196	g11242	
		Mal24_g5198	g11244	
		Mal24_g5201	g11246	
		Mal24_g5202	g11247	
		Mal24_g5203	g11248	
		Mal24_g5204	g11249	
		Mal24_g5205	g11250	
		Mal24_g5208	g11252	
		Mal24_g5209	g11253	
		Mal24_g5210	g11254	
		Mal24_g5211	g11255	
		Mal24_g5212	g11256	
		Mal24_g5213	g11257	
		Mal24_g5215	g11259	
		Mal24_g5216	g11260	
		Mal24_g5217	g11261	
		Mal24_g5218	g11262	
		Mal24_g5219	g11263	
		Mal24_g5220	g11264	
		Mal24_g5221	g11265	
		Mal24_g5226	g11269	
		Mal24_g5230	g11272	
		Mal24_g5233	g11278	
		Mal24_g5234	g11279	
		Mal24_g5237	g11282	
		Mal24_g5238	g11283	
		Mal24_g5239	g11284	
		Mal24_g5240	g11285	
		Mal24_g5241	g11286	
		Mal24_g5242	g11287	
		Mal24_g5244	g11289	
		Mal24_g5245	g11290	
		Mal24_g5246	g11291	
		Mal24_g5247	g11292	
		Mal24_g5248	g11293	
		Mal24_g5249	g11294	
		Mal24_g5251	g11297	
		Mal24_g5252	g11298	
		Mal24_g5253	g11299	
		Mal24_g5254	g11300	
		Mal24_g5255	g11301	
		Mal24_g5257	g11302	
		Mal24_g5258	g11303	
		Mal24_g5259	g11305	
		Mal24_g5260	g11306	
		Mal24_g5261	g11307	
		Mal24_g5263	g11309	
		Mal24_g5264	g11310	
		Mal24_g5265	g11311	
		Mal24_g5267	g11313	
		Mal24_g5269	g11314	
		Mal24_g5270	g11315	
		Mal24_g5271	g11316	
		Mal24_g5272	g11317	
		Mal24_g5273	g11318	
		Mal24_g5274	g11319	
		Mal24_g5275	g11320	
		Mal24_g5277	g11322	
		Mal24_g5278	g11323	
		Mal24_g5279	g11324	
		Mal24_g5280	g11325	
		Mal24_g5281	g11326	
		Mal24_g5282	g11327	
		Mal24_g5284	g11329	
		Mal24_g5286	g11331	
		Mal24_g5290	g11333	
		Mal24_g5291	g11334	
		Mal24_g5295	g11338	
		Mal24_g5296	g11339	
		Mal24_g5297	g11340	
		Mal24_g5298	g11341	
		Mal24_g5299	g11342	
		Mal24_g5300	g11343	
		Mal24_g5302	g11345	
		Mal24_g5304	g11347	
		Mal24_g5305	g11348	
		Mal24_g5307	g11350	
		Mal24_g5308	g11351	
		Mal24_g5310	g11353	
		Mal24_g5311	g11354	
		Mal24_g5312	g11355	
		Mal24_g5313	g11356	
		Mal24_g5314	g11357	
		Mal24_g5316	g11358	
		Mal24_g5317	g11359	
		Mal24_g5319	g11360	
		Mal24_g5320	g11362	
		Mal24_g5321	g11363	
		Mal24_g5324	g11367	
		Mal24_g5325	g11368	
		Mal24_g5327	g11370	
		Mal24_g5328	g11371	
		Mal24_g5330	g11374	
		Mal24_g5332	g11376	
		Mal24_g5334	g11377	
		Mal24_g5335	g11378	
		Mal24_g5336	g11379	
		Mal24_g5337	g11380	
		Mal24_g5342	g11384	
		Mal24_g5343	g11385	
		Mal24_g5345	g11387	
		Mal24_g5346	g11388	
		Mal24_g5351	g11390	
		Mal24_g5352	g11391	
		Mal24_g5353	g11392	
		Mal24_g5354	g11393	
		Mal24_g5355	g11394	
		Mal24_g5356	g11395	
		Mal24_g5357	g11396	
		Mal24_g5358	g11397	
		Mal24_g5359	g11398	
		Mal24_g5362	g11401	
		Mal24_g5364	g11404	
		Mal24_g5365	g11405	
		Mal24_g5366	g11406	
		Mal24_g5367	g11407	
		Mal24_g5368	g11409	
		Mal24_g5369	g11410	
		Mal24_g5370	g11411	
		Mal24_g5371	g11412	
		Mal24_g5374	g11415	
		Mal24_g5375	g11416	
		Mal24_g5376	g11417	
		Mal24_g5377	g11418	
		Mal24_g5378	g11419	
		Mal24_g5379	g11420	
		Mal24_g5380	g11421	
		Mal24_g5382	g11424	
		Mal24_g5383	g11425	
		Mal24_g5385	g11427	
		Mal24_g5386	g11428	
		Mal24_g5387	g11429	
		Mal24_g5388	g11430	
		Mal24_g5389	g11431	
		Mal24_g5391	g11434	
		Mal24_g5393	g11436	
		Mal24_g5395	g11437	
		Mal24_g5396	g11438	
		Mal24_g5399	g11442	
		Mal24_g5400	g11443	
		Mal24_g5403	g11448	
		Mal24_g5404	g11449	
		Mal24_g5405	g11450	
		Mal24_g5406	g11451	
		Mal24_g5409	g11454	
		Mal24_g5410	g11455	
		Mal24_g5414	g11457	
		Mal24_g5415	g11458	
		Mal24_g5416	g11459	
		Mal24_g5418	g11461	
		Mal24_g5419	g11462	
		Mal24_g5421	g11464	
		Mal24_g5422	g11465	
		Mal24_g5425	g11468	
		Mal24_g5426	g11469	
		Mal24_g5427	g11470	
		Mal24_g5429	g11476	
		Mal24_g5430	g11477	
		Mal24_g5431	g11478	
		Mal24_g5433	g11480	
		Mal24_g5434	g11481	
		Mal24_g5436	g11483	
		Mal24_g5437	g11484	
		Mal24_g5438	g11485	
		Mal24_g5439	g11486	
		Mal24_g5440	g11489	
		Mal24_g5441	g11490	
		Mal24_g5442	g11491	
		Mal24_g5443	g11492	
		Mal24_g5444	g11493	
		Mal24_g5446	g11495	
		Mal24_g5448	g11496	
		Mal24_g5450	g11498	
		Mal24_g5453	g11500	
		Mal24_g5454	g11501	
		Mal24_g5455	g11502	
		Mal24_g5456	g11503	
		Mal24_g5457	g11504	
		Mal24_g5458	g11505	
		Mal24_g5461	g11508	
		Mal24_g5462	g11509	
		Mal24_g5463	g11510	
		Mal24_g5466	g11514	
		Mal24_g5469	g11516	
		Mal24_g5470	g11517	
		Mal24_g5473	g11518	
		Mal24_g5475	g11520	
		Mal24_g5476	g11521	
		Mal24_g5482	g11524	
		Mal24_g5483	g11525	
		Mal24_g5486	g11528	
		Mal24_g5487	g11529	
		Mal24_g5488	g11530	
		Mal24_g5495	g11534	
		Mal24_g5496	g11535	
		Mal24_g5498	g11536	
		Mal24_g5499	g11537	
		Mal24_g5500	g11538	
		Mal24_g5502	g11540	
		Mal24_g5503	g11542	
		Mal24_g5508	g11546	
		Mal24_g5509	g11547	
		Mal24_g5510	g11548	
		Mal24_g5513	g11551	
		Mal24_g5515	g11552	
		Mal24_g5516	g11553	
		Mal24_g5517	g11554	
		Mal24_g5518	g11555	
		Mal24_g5519	g11556	
		Mal24_g5520	g11558	
		Mal24_g5521	g11559	
		Mal24_g5522	g11560	
		Mal24_g5523	g11561	
		Mal24_g5524	g11562	
		Mal24_g5526	g11564	
		Mal24_g5529	g11567	
		Mal24_g5530	g11568	
		Mal24_g5536	g11570	
		Mal24_g5537	g11571	
		Mal24_g5538	g11572	
		Mal24_g5540	g11574	
		Mal24_g5543	g11577	
		Mal24_g5547	g11581	
		Mal24_g5548	g11597	
		Mal24_g5550	g11599	
		Mal24_g5551	g11600	
		Mal24_g5552	g11601	
		Mal24_g5553	g11602	
		Mal24_g5555	g11603	
		Mal24_g5556	g11604	
		Mal24_g5557	g11605	
		Mal24_g5558	g11606	
		Mal24_g5564	g11610	
		Mal24_g5566	g11611	
		Mal24_g5567	g11612	
		Mal24_g5571	g11616	
		Mal24_g5572	g11617	
		Mal24_g5573	g11618	
		Mal24_g5574	g11619	
		Mal24_g5582	g11628	
		Mal24_g5585	g11631	
		Mal24_g5586	g11632	
		Mal24_g5590	g11636	
		Mal24_g5591	g11637	
		Mal24_g5592	g11638	
		Mal24_g5593	g11639	
		Mal24_g5594	g11640	
		Mal24_g5595	g11641	
		Mal24_g5596	g11642	
		Mal24_g5597	g11643	
		Mal24_g5598	g11644	
		Mal24_g5601	g11645	
		Mal24_g5602	g11646	
		Mal24_g5603	g11647	
		Mal24_g5606	g11651	
		Mal24_g5607	g11652	
		Mal24_g5608	g11653	
		Mal24_g5609	g11654	
		Mal24_g5611	g11656	
		Mal24_g5612	g11657	
		Mal24_g5614	g11659	
		Mal24_g5615	g11660	
		Mal24_g5616	g11661	
		Mal24_g5619	g11663	
		Mal24_g5620	g11664	
		Mal24_g5622	g11667	
		Mal24_g5623	g11668	
		Mal24_g5624	g11669	
		Mal24_g5625	g11672	
		Mal24_g5626	g11673	
		Mal24_g5627	g11674	
		Mal24_g5629	g11675	
		Mal24_g5631	g11677	
		Mal24_g5634	g11679	
		Mal24_g5637	g11682	
		Mal24_g5640	g11689	
		Mal24_g5642	g11691	
		Mal24_g5645	g11693	
		Mal24_g5647	g11694	
		Mal24_g5648	g11695	
		Mal24_g5650	g11698	
		Mal24_g5651	g11699	
		Mal24_g5653	g11701	
		Mal24_g5654	g11702	
		Mal24_g5655	g11703	
		Mal24_g5656	g11704	
		Mal24_g5658	g11706	
		Mal24_g5659	g11707	
		Mal24_g5660	g11708	
		Mal24_g5661	g11709	
		Mal24_g5662	g11710	
		Mal24_g5664	g11712	
		Mal24_g5669	g11716	
		Mal24_g5670	g11718	
		Mal24_g5673	g11720	
		Mal24_g5674	g11721	
		Mal24_g5676	g11723	
		Mal24_g5677	g11724	
		Mal24_g5680	g11726	
		Mal24_g5681	g11727	
		Mal24_g5683	g11728	
		Mal24_g5684	g11729	
		Mal24_g5685	g11730	
		Mal24_g5687	g11731	
		Mal24_g5688	g11734	
		Mal24_g5689	g11735	
		Mal24_g5695	g11738	
		Mal24_g5698	g11741	
		Mal24_g5699	g11742	
		Mal24_g5700	g11743	
		Mal24_g5710	g2805	
		Mal24_g5711	g2806	
		Mal24_g5712	g2807	
		Mal24_g5713	g2808	
		Mal24_g5714	g2809	
		Mal24_g5715	g2810	
		Mal24_g5716	g2812	
		Mal24_g5717	g2813	
		Mal24_g5718	g2814	
		Mal24_g5722	g2816	
		Mal24_g5723	g2817	
		Mal24_g5724	g2818	
		Mal24_g5725	g2819	
		Mal24_g5726	g2820	
		Mal24_g5727	g2821	
		Mal24_g5728	g2822	
		Mal24_g5729	g2824	
		Mal24_g5731	g2825	
		Mal24_g5732	g2826	
		Mal24_g5735	g17260	
		Mal24_g5739	g12261	
		Mal24_g5741	g2424	
		Mal24_g5743	g17258	
		Mal24_g5744	g17257	
		Mal24_g5746	g17255	
		Mal24_g5747	g17254	
		Mal24_g5748	g17253	
		Mal24_g5752	g17250	
		Mal24_g5753	g17249	
		Mal24_g5754	g17248	
		Mal24_g5755	g17247	
		Mal24_g5756	g17246	
		Mal24_g5758	g17243	
		Mal24_g5761	g17241	
		Mal24_g5762	g17240	
		Mal24_g5763	g17239	
		Mal24_g5765	g17237	
		Mal24_g5766	g17236	
		Mal24_g5768	g17234	
		Mal24_g5770	g17232	
		Mal24_g5771	g17231	
		Mal24_g5773	g17229	
		Mal24_g5774	g17228	
		Mal24_g5776	g17226	
		Mal24_g5777	g17225	
		Mal24_g5780	g17222	
		Mal24_g5781	g17221	
		Mal24_g5782	g17220	
		Mal24_g5783	g17219	
		Mal24_g5784	g17218	
		Mal24_g5785	g17217	
		Mal24_g5786	g17216	
		Mal24_g5788	g17215	
		Mal24_g5789	g17214	
		Mal24_g5790	g17213	
		Mal24_g5792	g17211	
		Mal24_g5793	g17210	
		Mal24_g5794	g17209	
		Mal24_g5795	g17208	
		Mal24_g5797	g17206	
		Mal24_g5809	g17202	
		Mal24_g5810	g17201	
		Mal24_g5811	g17200	
		Mal24_g5812	g17197	
		Mal24_g5813	g17196	
		Mal24_g5815	g17195	
		Mal24_g5818	g17192	
		Mal24_g5819	g17191	
		Mal24_g5820	g17190	
		Mal24_g5823	g17187	
		Mal24_g5829	g11918	
		Mal24_g5830	g11917	
		Mal24_g5831	g11916	
		Mal24_g5835	g11913	
		Mal24_g5836	g11912	
		Mal24_g5837	g11911	
		Mal24_g5838	g11910	
		Mal24_g5839	g11909	
		Mal24_g5840	g11907	
		Mal24_g5841	g11906	
		Mal24_g5842	g11905	
		Mal24_g5845	g11902	
		Mal24_g5847	g11901	
		Mal24_g5848	g11900	
		Mal24_g5849	g11899	
		Mal24_g5850	g11898	
		Mal24_g5851	g11897	
		Mal24_g5852	g11896	
		Mal24_g5853	g11895	
		Mal24_g5854	g11894	
		Mal24_g5857	g11890	
		Mal24_g5860	g11887	
		Mal24_g5861	g11886	
		Mal24_g5862	g11885	
		Mal24_g5863	g11884	
		Mal24_g5864	g11883	
		Mal24_g5865	g11882	
		Mal24_g5866	g11881	
		Mal24_g5867	g11880	
		Mal24_g5868	g11879	
		Mal24_g5870	g915	
		Mal24_g5871	g914	
		Mal24_g5872	g913	
		Mal24_g5873	g912	
		Mal24_g5874	g911	
		Mal24_g5876	g909	
		Mal24_g5890	g896	
		Mal24_g5896	g892	
		Mal24_g5898	g890	
		Mal24_g5899	g888	
		Mal24_g5901	g886	
		Mal24_g5902	g885	
		Mal24_g5903	g884	
		Mal24_g5904	g883	
		Mal24_g5905	g882	
		Mal24_g5911	g879	
		Mal24_g5912	g878	
		Mal24_g5913	g877	
		Mal24_g5914	g876	
		Mal24_g5915	g875	
		Mal24_g5916	g874	
		Mal24_g5919	g871	
		Mal24_g5921	g869	
		Mal24_g5922	g868	
		Mal24_g5925	g866	
		Mal24_g5926	g865	
		Mal24_g5927	g864	
		Mal24_g5930	g860	
		Mal24_g5932	g859	
		Mal24_g5934	g857	
		Mal24_g5935	g856	
		Mal24_g5936	g855	
		Mal24_g5937	g854	
		Mal24_g5938	g853	
		Mal24_g5940	g851	
		Mal24_g5941	g850	
		Mal24_g5942	g849	
		Mal24_g5943	g848	
		Mal24_g5944	g847	
		Mal24_g5946	g845	
		Mal24_g5947	g844	
		Mal24_g5949	g842	
		Mal24_g5950	g841	
		Mal24_g5951	g840	
		Mal24_g5952	g839	
		Mal24_g5961	g836	
		Mal24_g5965	g833	
		Mal24_g5968	g831	
		Mal24_g5976	g825	
		Mal24_g5979	g823	
		Mal24_g5980	g822	
		Mal24_g5983	g819	
		Mal24_g5984	g818	
		Mal24_g5987	g815	
		Mal24_g5988	g814	
		Mal24_g5990	g813	
		Mal24_g5992	g811	
		Mal24_g5993	g810	
		Mal24_g5994	g809	
		Mal24_g5997	g807	
		Mal24_g5998	g806	
		Mal24_g6001	g803	
		Mal24_g6003	g801	
		Mal24_g6004	g800	
		Mal24_g6006	g799	
		Mal24_g6007	g798	
		Mal24_g6009	g795	
		Mal24_g6013	g791	
		Mal24_g6014	g790	
		Mal24_g6016	g787	
		Mal24_g6020	g15611	
		Mal24_g6027	g783	
		Mal24_g6030	g779	
		Mal24_g6034	g776	
		Mal24_g6036	g773	
		Mal24_g6038	g772	
		Mal24_g6039	g771	
		Mal24_g6040	g770	
		Mal24_g6043	g767	
		Mal24_g6045	g766	
		Mal24_g6046	g764	
		Mal24_g6047	g763	
		Mal24_g6048	g762	
		Mal24_g6049	g761	
		Mal24_g6050	g760	
		Mal24_g6051	g759	
		Mal24_g6052	g758	
		Mal24_g6053	g757	
		Mal24_g6054	g756	
		Mal24_g6055	g755	
		Mal24_g6056	g754	
		Mal24_g6057	g753	
		Mal24_g6058	g752	
		Mal24_g6059	g751	
		Mal24_g6060	g750	
		Mal24_g6065	g749	
		Mal24_g6066	g748	
		Mal24_g6069	g742	
		Mal24_g6070	g741	
		Mal24_g6075	g739	
		Mal24_g6076	g738	
		Mal24_g6078	g736	
		Mal24_g6083	g733	
		Mal24_g6085	g732	
		Mal24_g6087	g729	
		Mal24_g6094	g722	
		Mal24_g6095	g721	
		Mal24_g6100	g716	
		Mal24_g6101	g715	
		Mal24_g6102	g714	
		Mal24_g6103	g713	
		Mal24_g6104	g712	
		Mal24_g6105	g711	
		Mal24_g6108	g708	
		Mal24_g6111	g707	
		Mal24_g6112	g706	
		Mal24_g6113	g705	
		Mal24_g6114	g13307	
		Mal24_g6115	g13309	
		Mal24_g6122	g13315	
		Mal24_g6124	g13316	
		Mal24_g6126	g13318	
		Mal24_g6128	g13320	
		Mal24_g6129	g13321	
		Mal24_g6130	g13322	
		Mal24_g6131	g13323	
		Mal24_g6133	g13324	
		Mal24_g6134	g13326	
		Mal24_g6137	g13329	
		Mal24_g6139	g13331	
		Mal24_g6140	g13332	
		Mal24_g6142	g13334	
		Mal24_g6143	g13335	
		Mal24_g6144	g13338	
		Mal24_g6145	g13339	
		Mal24_g6148	g13341	
		Mal24_g6149	g13342	
		Mal24_g6151	g13344	
		Mal24_g6152	g13346	
		Mal24_g6155	g13348	
		Mal24_g6158	g13352	
		Mal24_g6160	g13353	
		Mal24_g6161	g13354	
		Mal24_g6162	g13356	
		Mal24_g6164	g13358	
		Mal24_g6165	g13359	
		Mal24_g6166	g13360	
		Mal24_g6168	g13362	
		Mal24_g6169	g13363	
		Mal24_g6170	g13364	
		Mal24_g6171	g13365	
		Mal24_g6172	g13366	
		Mal24_g6173	g13367	
		Mal24_g6174	g13368	
		Mal24_g6175	g13369	
		Mal24_g6176	g13370	
		Mal24_g6177	g13371	
		Mal24_g6178	g13372	
		Mal24_g6179	g14266	
		Mal24_g6180	g13373	
		Mal24_g6181	g13374	
		Mal24_g6185	g13375	
		Mal24_g6187	g13377	
		Mal24_g6189	g13381	
		Mal24_g6193	g13384	
		Mal24_g6194	g13387	
		Mal24_g6195	g13388	
		Mal24_g6199	g13392	
		Mal24_g6202	g13395	
		Mal24_g6204	g13397	
		Mal24_g6205	g13398	
		Mal24_g6212	g13404	
		Mal24_g6214	g13406	
		Mal24_g6215	g13407	
		Mal24_g6218	g13415	
		Mal24_g6219	g13420	
		Mal24_g6221	g13422	
		Mal24_g6222	g13423	
		Mal24_g6226	g13424	
		Mal24_g6228	g13426	
		Mal24_g6230	g13428	
		Mal24_g6231	g13429	
		Mal24_g6232	g13430	
		Mal24_g6233	g13431	
		Mal24_g6234	g13432	
		Mal24_g6235	g13433	
		Mal24_g6236	g13434	
		Mal24_g6237	g7813	
		Mal24_g6239	g7812	
		Mal24_g6240	g7811	
