CREN	CSCH	MALA	JG05	CINC
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g358950	g7884	Mal24_g360	JG24_g8546	g14737
Cre08.g359100	g2792	Mal24_g355	JG24_g8548	g14736
Cre08.g359250	g4630	Mal24_g346	JG24_g8558	g6845
Cre08.g359300	g4631	Mal24_g345	JG24_g8559	g6846
Cre08.g359350	g4632	Mal24_g344	JG24_g8560	g6847
Cre08.g359400	g7871			g14756
Cre08.g359450	g4633	Mal24_g343	JG24_g8561	g6848
Cre08.g359500	g4634	Mal24_g342	JG24_g8566	g6851
Cre08.g359600	g4636	Mal24_g340	JG24_g8568	g6854
Cre08.g359650	g4637	Mal24_g338		g6855
Cre08.g359700	g4639	Mal24_g337		g6856
Cre08.g359750	g4640	Mal24_g336	JG24_g8570	g6857
Cre08.g359800	g4641	Mal24_g335	JG24_g8571	g6858
Cre08.g359850	g4642	Mal24_g334	JG24_g8572	g6859
Cre08.g359950	g4644	Mal24_g328	JG24_g8574	g6861
Cre08.g360050	g4647	Mal24_g325	JG24_g8577	g6863
Cre08.g360100	g4648	Mal24_g324	JG24_g8578	g6864
Cre08.g360200	g4649	Mal24_g323	JG24_g8579	g6865
Cre08.g360250	g4650	Mal24_g322	JG24_g8580	g6866
Cre08.g360300	g4651	Mal24_g321	JG24_g8581	g6867
Cre08.g360350	g4653	Mal24_g320	JG24_g8582	g6868
Cre08.g360400	g4656	Mal24_g309	JG24_g8584	g6870
Cre08.g360550	g4659		JG24_g8588	g6880
Cre08.g360564	g4660	Mal24_g293	JG24_g8589	g6884
Cre08.g360600	g4661	Mal24_g292		g6885
Cre08.g360850	g4669	Mal24_g284	JG24_g8599	g6891
Cre08.g360900	g4670	Mal24_g283	JG24_g8600	g6892
Cre08.g360950	g4671	Mal24_g282	JG24_g8601	
Cre08.g361000	g4672	Mal24_g281	JG24_g8602	g6894
Cre08.g361063	g4674			
Cre08.g361100	g4675	Mal24_g278	JG24_g8605	g6896
Cre08.g361150	g4677	Mal24_g277	JG24_g8606	g6897
Cre08.g361200	g4678	Mal24_g276	JG24_g8607	g6898
Cre08.g361250	g4679		JG24_g8608	g6899
Cre08.g361350	g4682	Mal24_g272		g9872
Cre08.g361400	g4683	Mal24_g271	JG24_g8614	g6904
Cre08.g361450	g4684		JG24_g8615	g6905
Cre08.g361500	g4685	Mal24_g269	JG24_g8616	g6906
Cre08.g361750	g10169		JG24_g8621	g6911
Cre08.g361800	g4689	Mal24_g263	JG24_g8622	g6912
Cre08.g361850	g4690	Mal24_g262	JG24_g8623	g6913
Cre08.g361900	g10168	Mal24_g261	JG24_g8624	g6914
Cre08.g362200	g4694	Mal24_g257		g6924
Cre08.g362300	g4696	Mal24_g255		g6926
Cre08.g362300	g4696	Mal24_g255		g6926
Cre08.g362300	g4696	Mal24_g255		g6926
Cre08.g362300	g4696	Mal24_g255		g6926
Cre08.g362450	g4698	Mal24_g252	JG24_g8644	g6928
Cre08.g362500	g4699	Mal24_g251	JG24_g8647	g6929
Cre08.g362550	g4700	Mal24_g250	JG24_g8648	g6930
Cre08.g362600	g4701	Mal24_g249	JG24_g8649	
Cre08.g362650	g4706	Mal24_g245	JG24_g8657	g6935
Cre08.g362682	g4709	Mal24_g242		
Cre08.g362700	g4708	Mal24_g243	JG24_g8659	g6936
Cre08.g362750	g4707	Mal24_g244	JG24_g8658	g6937
Cre08.g362800	g4711	Mal24_g240	JG24_g8662	g6939
Cre08.g362900	g4713	Mal24_g237	JG24_g8664	g6941
Cre08.g363050	g4717	Mal24_g234	JG24_g8667	g17180
Cre08.g363100	g4718	Mal24_g233	JG24_g8668	g17181
Cre08.g363100	g4718	Mal24_g233	JG24_g8668	g17181
Cre08.g363100	g4718	Mal24_g233	JG24_g8668	g17181
Cre08.g363100	g4718	Mal24_g233	JG24_g8668	g17181
Cre08.g363100	g4718	Mal24_g233	JG24_g8668	g17181
Cre08.g363100	g4718	Mal24_g233	JG24_g8668	g17181
Cre08.g363100	g4718	Mal24_g233	JG24_g8668	g17181
Cre08.g363100	g4718	Mal24_g233	JG24_g8668	g17181
Cre08.g363150	g4719	Mal24_g232	JG24_g8669	g17182
Cre08.g363150	g4719	Mal24_g232	JG24_g8669	g17182
Cre08.g363150	g4719	Mal24_g232	JG24_g8669	g17182
Cre08.g363150	g4719	Mal24_g232	JG24_g8669	g17182
Cre08.g363150	g4719	Mal24_g232	JG24_g8669	g17182
Cre08.g363150	g4719	Mal24_g232	JG24_g8669	g17182
Cre08.g363150	g4719	Mal24_g232	JG24_g8669	g17182
Cre08.g363150	g4719	Mal24_g232	JG24_g8669	g17182
Cre08.g363200	g4720	Mal24_g231	JG24_g8670	g17184
Cre08.g363250	g4721	Mal24_g230	JG24_g8671	
Cre08.g363300	g7783	Mal24_g228	JG24_g8673	g17187
Cre08.g363350	g7782	Mal24_g227	JG24_g8674	
Cre08.g363400	g10627	Mal24_g7858	JG24_g12649	g13846
Cre08.g363450	g7781	Mal24_g226	JG24_g8675	g17189
Cre08.g363500	g7779	Mal24_g225	JG24_g8676	g17190
Cre08.g363600	g7777	Mal24_g223	JG24_g8678	g17191
Cre08.g363650	g7776	Mal24_g222	JG24_g8680	g17192
Cre08.g363695	g7778	Mal24_g224	JG24_g8677	
Cre08.g363700	g7775	Mal24_g221	JG24_g8681	g17193
Cre08.g363800	g7773	Mal24_g219	JG24_g8683	g17195
Cre08.g363837	g7772	Mal24_g218	JG24_g8684	g17196
Cre08.g363874	g7771	Mal24_g217		g17201
Cre08.g363950	g7770	Mal24_g216	JG24_g8701	
Cre08.g364050	g7766	Mal24_g211	JG24_g8707	
Cre08.g364100	g7765	Mal24_g210	JG24_g8708	g17211
Cre08.g364250	g7762	Mal24_g207	JG24_g8710	g17215
Cre08.g364300	g7761	Mal24_g206	JG24_g8711	g17216
Cre08.g364400	g7760	Mal24_g205	JG24_g8712	g11713
Cre08.g364450	g7759	Mal24_g204	JG24_g8713	
Cre08.g364550	g7757	Mal24_g202		g11711
Cre08.g364600	g7756	Mal24_g201		g11710
Cre08.g364650	g7755	Mal24_g200	JG24_g13322	g11709
Cre08.g364700	g7754	Mal24_g199	JG24_g13321	g11708
Cre08.g364800	g7751	Mal24_g197	JG24_g13319	g11706
Cre08.g364850	g7750	Mal24_g196	JG24_g13318	g11705
Cre08.g364862	g7749	Mal24_g195	JG24_g13317	g11704
Cre08.g365351	g9316	Mal24_g187		g11696
Cre08.g365400	g9315	Mal24_g186	JG24_g13303	g11695
Cre08.g365450	g9314	Mal24_g185	JG24_g13302	g11694
Cre08.g365550	g9312	Mal24_g183	JG24_g13300	g11692
Cre08.g365600	g9311		JG24_g13299	g11691
Cre08.g365632	g9310	Mal24_g181	JG24_g13298	g11690
Cre08.g365692	g9307	Mal24_g170	JG24_g13295	g11687
Cre08.g365825	g9304	Mal24_g167	JG24_g13292	g11682
Cre08.g365851	g9303	Mal24_g166	JG24_g13291	g11681
Cre08.g365950	g9301	Mal24_g164	JG24_g13289	g11679
Cre08.g366000	g9300	Mal24_g163	JG24_g13288	
Cre08.g366050	g9299			
Cre08.g366101	g9298	Mal24_g161	JG24_g13283	g11676
Cre08.g366150	g9296	Mal24_g159	JG24_g13282	g11674
Cre08.g366400	g9291		JG24_g13276	g11668
Cre08.g366550	g9285	Mal24_g145	JG24_g13271	g11663
Cre08.g366579	g9284	Mal24_g144	JG24_g13269	g11662
Cre08.g366650	g9282	Mal24_g142	JG24_g13267	g11660
Cre08.g366800	g9279		JG24_g13261	g11656
Cre08.g366800	g9279		JG24_g13261	g11656
Cre08.g366800	g9279		JG24_g13261	g11656
Cre08.g366800	g9279		JG24_g13261	g11656
Cre08.g366850	g9277	Mal24_g136	JG24_g13260	g11655
Cre08.g366874	g9276	Mal24_g135	JG24_g13259	g11654
Cre08.g366900	g9275	Mal24_g133	JG24_g13258	g11653
Cre08.g366950	g9274	Mal24_g132	JG24_g13257	g11652
Cre08.g367000	g9273	Mal24_g131	JG24_g13256	g11651
Cre08.g367100	g9271	Mal24_g128	JG24_g13252	g11648
Cre08.g367150	g9270	Mal24_g127	JG24_g13251	g11647
Cre08.g367200	g9269	Mal24_g126	JG24_g13248	g11646
Cre08.g367250	g9268	Mal24_g125		g11645
Cre08.g367300	g9267	Mal24_g124		
Cre08.g367300	g9267	Mal24_g124		
Cre08.g367350	g9265	Mal24_g123	JG24_g13245	g11643
Cre08.g367500	g9264	Mal24_g122	JG24_g13244	g11641
Cre08.g367550	g9262	Mal24_g119	JG24_g13242	
Cre08.g367600	g9261	Mal24_g118	JG24_g13241	g11640
Cre08.g367650	g9260	Mal24_g117		g11639
Cre08.g367700	g9259	Mal24_g116		g11638
Cre08.g367750	g9258	Mal24_g115	JG24_g13237	g11637
Cre08.g367800	g9257	Mal24_g114	JG24_g13236	g11636
Cre08.g368050	g9253	Mal24_g111	JG24_g13232	
Cre08.g368100	g9252	Mal24_g110	JG24_g13231	g11630
Cre08.g368200	g9250	Mal24_g109	JG24_g13226	g11629
Cre08.g368250	g9249	Mal24_g108	JG24_g13223	g11628
Cre08.g368300	g9246	Mal24_g106		g11627
Cre08.g368350	g9245	Mal24_g105	JG24_g13218	g11626
Cre08.g368400	g9244	Mal24_g104	JG24_g13217	g11625
Cre08.g368450	g9243	Mal24_g103	JG24_g13216	g11624
Cre08.g368500	g6852	Mal24_g102	JG24_g13215	g11623
Cre08.g368550	g6853	Mal24_g101	JG24_g13214	g11622
Cre08.g368700	g6855	Mal24_g99	JG24_g13209	g11621
Cre08.g368800	g6857	Mal24_g97	JG24_g13207	g11619
Cre08.g368850	g6858	Mal24_g96	JG24_g13204	g11618
Cre08.g368900	g6859	Mal24_g95	JG24_g13203	g11617
Cre08.g368950	g6860	Mal24_g94	JG24_g13202	g11616
Cre08.g369000	g6861	Mal24_g93	JG24_g13201	g11615
Cre08.g369150	g6868	Mal24_g84	JG24_g13193	g11607
Cre08.g369200	g6867	Mal24_g85	JG24_g13194	g11608
Cre08.g369250	g6866	Mal24_g86	JG24_g13195	g11609
Cre08.g369300	g6865	Mal24_g87	JG24_g13196	g11610
Cre08.g369400	g6863	Mal24_g89	JG24_g13198	g11612
Cre08.g369600	g6875	Mal24_g83	JG24_g13188	g11605
Cre08.g370200	g6880	Mal24_g69		g9646
Cre08.g370250	g6882	Mal24_g68		g11584
Cre08.g370350	g6883	Mal24_g66	JG24_g13176	g11582
Cre08.g370401	g6884			g11581
Cre08.g370401	g6884			g11581
Cre08.g370401	g6884			g11581
Cre08.g370401	g6884			g11581
Cre08.g370450	g6885	Mal24_g64	JG24_g13174	g11580
Cre08.g370500	g6886	Mal24_g63	JG24_g13173	
Cre08.g370550	g6887	Mal24_g62	JG24_g13172	g11578
Cre08.g370601	g6888	Mal24_g61	JG24_g13170	g11577
Cre08.g370650	g6889	Mal24_g60	JG24_g13169	g11576
Cre08.g370700	g6890	Mal24_g59		g11575
Cre08.g370850	g6893	Mal24_g55	JG24_g13164	g11571
Cre08.g370900	g6895	Mal24_g54	JG24_g13162	
Cre08.g371000	g6896	Mal24_g53	JG24_g13161	g11569
Cre08.g371400	g6477	Mal24_g49	JG24_g13157	g11563
Cre08.g371450	g6476	Mal24_g48	JG24_g13156	g11562
Cre08.g371600	g6469	Mal24_g46	JG24_g13154	g11559
Cre08.g371650	g6467	Mal24_g43	JG24_g13153	g11558
Cre08.g371957	g6465	Mal24_g41	JG24_g13149	g11556
Cre08.g372000	g6464	Mal24_g40	JG24_g13148	g11555
Cre08.g372100	g6461	Mal24_g37	JG24_g13146	g11553
Cre08.g372150	g6460	Mal24_g36	JG24_g13145	g11552
Cre08.g372200	g6459	Mal24_g34	JG24_g13143	g11551
Cre08.g372250	g6458	Mal24_g33	JG24_g13142	g11550
Cre08.g372300	g6457	Mal24_g32		g11549
Cre08.g372350	g6455	Mal24_g25	JG24_g13140	g11548
Cre08.g372400	g6454	Mal24_g24	JG24_g13139	g11547
Cre08.g372450	g6453	Mal24_g23	JG24_g13138	g11544
Cre08.g372500	g6452	Mal24_g22	JG24_g13137	g11543
Cre08.g372550	g6451	Mal24_g21	JG24_g13136	g11542
Cre08.g372750	g6449	Mal24_g20	JG24_g13134	g11541
Cre08.g372800	g6448	Mal24_g19	JG24_g13133	g11540
Cre08.g372850	g6447	Mal24_g18	JG24_g13132	g11539
Cre08.g372900	g6446	Mal24_g16	JG24_g13126	g11536
Cre08.g372950	g6445	Mal24_g15	JG24_g13125	g11535
Cre08.g373050	g6444	Mal24_g12	JG24_g13124	g11534
Cre08.g373100	g6442	Mal24_g10	JG24_g13122	g11533
Cre08.g373200	g6440	Mal24_g7	JG24_g13119	g11531
Cre08.g373250	g6439	Mal24_g5	JG24_g13117	g11530
Cre08.g373300	g6438	Mal24_g4	JG24_g13116	g11529
Cre08.g373450	g4842	Mal24_g15545	JG24_g13114	g14074
Cre08.g373500	g4841	Mal24_g15546	JG24_g13113	g14073
Cre08.g373550	g4840	Mal24_g15547	JG24_g13112	g14072
Cre08.g373583	g4839	Mal24_g15548	JG24_g13111	g14071
Cre08.g373650	g4838	Mal24_g15549	JG24_g13110	g14070
Cre08.g373688	g4837	Mal24_g15550	JG24_g13109	g14069
Cre08.g374000	g14269	Mal24_g15553	JG24_g6715	g14218
Cre08.g374050	g14268	Mal24_g15554	JG24_g6714	g14217
Cre08.g374100	g14267	Mal24_g15555	JG24_g6713	g14216
Cre08.g374200	g14262	Mal24_g15557	JG24_g6711	
Cre08.g374350	g14258	Mal24_g15560	JG24_g6707	g14209
Cre08.g374400	g14257	Mal24_g15561	JG24_g6706	g14208
Cre08.g374450	g14256	Mal24_g15562	JG24_g6705	g14207
Cre08.g374650	g14254	Mal24_g15564	JG24_g6702	g14205
Cre08.g374700	g14253		JG24_g6703	g14204
Cre08.g374750	g14252	Mal24_g15568	JG24_g6701	g13685
Cre08.g374800	g14251	Mal24_g15569	JG24_g6700	g13684
Cre08.g375000	g14248	Mal24_g15617	JG24_g6698	g13682
Cre08.g375050	g14247	Mal24_g15616	JG24_g6697	g13681
Cre08.g375150	g14243	Mal24_g15612	JG24_g6693	g13676
Cre08.g375200	g14242	Mal24_g15611	JG24_g6692	g13675
Cre08.g375250	g14241	Mal24_g15610	JG24_g12561	g13674
Cre08.g375350	g14239	Mal24_g15608	JG24_g12558	g13671
Cre08.g375400	g14238	Mal24_g15607		g13670
Cre08.g375450	g14237	Mal24_g15606	JG24_g12556	g13669
Cre08.g375500	g14236	Mal24_g15605	JG24_g12555	g13668
Cre08.g375550	g14235	Mal24_g15604	JG24_g12554	g13667
Cre08.g375600	g14234		JG24_g12553	g13664
Cre08.g375650	g14233	Mal24_g15602	JG24_g12552	
Cre08.g375801	g14232	Mal24_g15600	JG24_g12548	g13661
Cre08.g375850	g14231		JG24_g12545	g13656
Cre08.g375900	g14229	Mal24_g15595	JG24_g12543	g13654
Cre08.g375950	g14228	Mal24_g15594	JG24_g12542	g13653
Cre08.g376000	g14227	Mal24_g15593	JG24_g12541	g13652
Cre08.g376100	g14225	Mal24_g15591	JG24_g12539	g13650
Cre08.g376150	g14224	Mal24_g15590		g13649
Cre08.g376200	g14223	Mal24_g15589	JG24_g12537	g13648
Cre08.g376300	g14222	Mal24_g15588	JG24_g12536	g13646
Cre08.g376350	g14221	Mal24_g15587	JG24_g12535	g13645
Cre08.g376700	g14215	Mal24_g15582		g13640
Cre08.g376800	g14213	Mal24_g15580		g13637
Cre08.g376850	g14212	Mal24_g15579	JG24_g12525	g13636
Cre08.g376900	g14211	Mal24_g15578	JG24_g12523	g13635
Cre08.g376950	g14210	Mal24_g15577	JG24_g12522	g13634
Cre08.g377000	g14209	Mal24_g15576	JG24_g12521	g13633
Cre08.g377050	g14208			g13632
Cre08.g377100	g14207	Mal24_g15574	JG24_g12519	g13631
Cre08.g377150	g14206	Mal24_g15573	JG24_g12518	g13630
Cre08.g377300	g5016	Mal24_g15620	JG24_g12513	g13627
Cre08.g377350	g5017	Mal24_g15621	JG24_g12511	g13626
Cre08.g377400	g5024			g13624
Cre08.g377400	g5024			g13624
Cre08.g377400	g5024			g13624
Cre08.g377400	g5024			g13624
Cre08.g377400	g5024			g13624
Cre08.g377400	g5024			g13624
Cre08.g377400	g5024			g13624
Cre08.g377400	g5024			g13624
Cre08.g377450	g5023	Mal24_g15627	JG24_g12507	g13622
Cre08.g377500	g5022	Mal24_g15626	JG24_g12506	
Cre08.g377550	g5021	Mal24_g15625	JG24_g12504	
Cre08.g377600	g5020	Mal24_g15624	JG24_g12503	g13620
Cre08.g377700	g5019	Mal24_g15623	JG24_g12502	g13619
Cre08.g377750	g5018	Mal24_g15622		g13618
Cre08.g377850	g5025	Mal24_g15631	JG24_g12498	g13616
Cre08.g377900	g5026	Mal24_g15632	JG24_g12497	g13615
Cre08.g377950	g5027	Mal24_g15633	JG24_g12496	g13614
Cre08.g378000	g5028	Mal24_g15634	JG24_g12495	g13613
Cre08.g378050	g5029	Mal24_g15635	JG24_g12494	g13612
Cre08.g378100	g5030	Mal24_g15636	JG24_g12493	
Cre08.g378150	g5031	Mal24_g15637	JG24_g12492	g13610
Cre08.g378200	g5032	Mal24_g15639	JG24_g12489	g13608
Cre08.g378250	g5033	Mal24_g15640	JG24_g12490	g13607
Cre08.g378300	g5034	Mal24_g15641	JG24_g12491	
Cre08.g378450	g5037	Mal24_g15645	JG24_g12486	g13604
Cre08.g378500	g5038	Mal24_g15646		g13603
Cre08.g378550	g5039	Mal24_g15647	JG24_g19470	
Cre08.g378650	g5041	Mal24_g15649	JG24_g19468	
Cre08.g378750	g5043	Mal24_g15651	JG24_g19466	g13599
Cre08.g378850	g5045	Mal24_g15653	JG24_g19464	g13597
Cre08.g378900	g5046	Mal24_g15654	JG24_g19463	g13596
Cre08.g378950	g5047	Mal24_g15655	JG24_g19462	g13595
Cre08.g379050	g5048	Mal24_g15657	JG24_g19460	g13593
Cre08.g379200	g5051	Mal24_g15659	JG24_g19458	g13590
Cre08.g379300	g5052	Mal24_g15660	JG24_g19457	g13589
Cre08.g379300	g5052	Mal24_g15660	JG24_g19457	g13589
Cre08.g379300	g5052	Mal24_g15660	JG24_g19457	g13589
Cre08.g379300	g5052	Mal24_g15660	JG24_g19457	g13589
Cre08.g379300	g5052	Mal24_g15660	JG24_g19457	g13589
Cre08.g379300	g5052	Mal24_g15660	JG24_g19457	g13589
Cre08.g379300	g5052	Mal24_g15660	JG24_g19457	g13589
Cre08.g379300	g5052	Mal24_g15660	JG24_g19457	g13589
Cre08.g379350	g5053	Mal24_g15661	JG24_g19455	g13588
Cre08.g379450	g5055	Mal24_g15663		g13586
Cre08.g379500	g5056	Mal24_g15664	JG24_g950	g13585
Cre08.g379550	g5057	Mal24_g15665	JG24_g951	g13584
Cre08.g379650	g5059	Mal24_g15667	JG24_g953	g13581
Cre08.g379700	g5060	Mal24_g15668	JG24_g954	g13580
Cre08.g379750	g5061	Mal24_g15669	JG24_g955	g13579
Cre08.g379800	g5063	Mal24_g15671		g13578
Cre08.g379850	g5064	Mal24_g15672	JG24_g958	g13577
Cre08.g379950	g5066	Mal24_g15675	JG24_g960	g13575
Cre08.g380000	g5067	Mal24_g15676	JG24_g961	g13572
Cre08.g380151	g5068	Mal24_g15677	JG24_g962	g13571
Cre08.g380201	g5069	Mal24_g15678	JG24_g963	g13570
Cre08.g380250	g5070	Mal24_g15679	JG24_g964	g13569
Cre08.g380300	g5071	Mal24_g15680	JG24_g965	g13568
Cre08.g380350	g5073	Mal24_g15681	JG24_g966	g13567
Cre08.g380400	g5074	Mal24_g15682	JG24_g967	g13566
Cre08.g380550	g5076	Mal24_g15685	JG24_g969	
Cre08.g380650	g5078			g3162
Cre08.g380950	g5080	Mal24_g15689	JG24_g974	g3164
Cre08.g381450	g5084	Mal24_g15695	JG24_g983	g3169
Cre08.g381483	g5087	Mal24_g15696	JG24_g984	g3170
Cre08.g381516	g5088	Mal24_g15697	JG24_g986	g3171
Cre08.g381550	g5089	Mal24_g15698		g3172
Cre08.g381600	g5090		JG24_g988	g3173
Cre08.g381650	g5091		JG24_g989	g3174
Cre08.g381702	g5092	Mal24_g15701	JG24_g990	g3175
Cre08.g381800	g5093	Mal24_g15702	JG24_g991	g3176
Cre08.g381900	g5095	Mal24_g15704	JG24_g993	g3179
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g381950	g5096	Mal24_g15705	JG24_g995	g3180
Cre08.g382100	g5099	Mal24_g15710	JG24_g999	
Cre08.g382150	g5100	Mal24_g15711	JG24_g1000	
Cre08.g382200	g5101	Mal24_g15712	JG24_g1001	g3183
Cre08.g382250	g5102	Mal24_g15713	JG24_g1002	g3184
Cre08.g382350	g5104	Mal24_g15716	JG24_g1004	g3187
Cre08.g382400	g5105	Mal24_g15717	JG24_g1005	g3188
Cre08.g382400	g5105	Mal24_g15717	JG24_g1005	g3188
Cre08.g382400	g5105	Mal24_g15717	JG24_g1005	g3188
Cre08.g382400	g5105	Mal24_g15717	JG24_g1005	g3188
Cre08.g382400	g5105	Mal24_g15717	JG24_g1005	g3188
Cre08.g382400	g5105	Mal24_g15717	JG24_g1005	g3188
Cre08.g382400	g5105	Mal24_g15717	JG24_g1005	g3188
Cre08.g382400	g5105	Mal24_g15717	JG24_g1005	g3188
Cre08.g382450	g5106	Mal24_g15718	JG24_g1006	g3190
Cre08.g382500	g5107	Mal24_g15719	JG24_g1007	g3191
Cre08.g382500	g5107	Mal24_g15719	JG24_g1007	g3191
Cre08.g382500	g5107	Mal24_g15719	JG24_g1007	g3191
Cre08.g382500	g5107	Mal24_g15719	JG24_g1007	g3191
Cre08.g382500	g5107	Mal24_g15719	JG24_g1007	g3191
Cre08.g382500	g5107	Mal24_g15719	JG24_g1007	g3191
Cre08.g382500	g5107	Mal24_g15719	JG24_g1007	g3191
Cre08.g382500	g5107	Mal24_g15719	JG24_g1007	g3191
Cre08.g382515	g5108	Mal24_g15720	JG24_g1008	g3193
Cre08.g382560	g5111	Mal24_g15723	JG24_g1011	g3196
Cre08.g382590	g5113	Mal24_g15726	JG24_g1013	g3199
Cre08.g382650	g5115	Mal24_g15728	JG24_g1015	g3201
Cre08.g382800	g5116	Mal24_g15730	JG24_g1016	g3206
Cre08.g382825	g5117		JG24_g1017	
Cre08.g382850	g5118	Mal24_g15732	JG24_g1018	g3208
Cre08.g382900	g5119	Mal24_g15733	JG24_g1019	g3209
Cre08.g382950	g5120	Mal24_g15734	JG24_g1020	g3210
Cre08.g383050	g7439	Mal24_g15737	JG24_g1022	g3212
Cre08.g383101	g7440	Mal24_g15738	JG24_g1023	g3213
Cre08.g383150	g7443	Mal24_g15745	JG24_g1024	
Cre08.g383200	g7444	Mal24_g15746	JG24_g1025	g3216
Cre08.g383250	g7445	Mal24_g15747	JG24_g1027	g3217
Cre08.g383400	g7449			
Cre08.g383450	g7450	Mal24_g15751		g3222
Cre08.g383500	g7451		JG24_g1034	
Cre08.g383550	g7452	Mal24_g15753	JG24_g1035	g3224
Cre08.g383650	g7454	Mal24_g15756	JG24_g1037	g3226
Cre08.g383702	g7455	Mal24_g15757	JG24_g1038	g3227
Cre08.g384000	g7458	Mal24_g15766	JG24_g1041	g3231
Cre08.g384000	g7458	Mal24_g15766	JG24_g1041	g3231
Cre08.g384000	g7458	Mal24_g15766	JG24_g1041	g3231
Cre08.g384000	g7458	Mal24_g15766	JG24_g1041	g3231
