CSCH	JG05	MALA	CREN	CINC
g8368	JG24_g16560	Mal24_g8323	Cre06.g267750	g4539
g8371	JG24_g16569	Mal24_g8319	Cre06.g267900	g4543
g8377	JG24_g16576	Mal24_g8315	Cre06.g268150	g4544
g8378	JG24_g16577	Mal24_g8314	Cre06.g268200	g4545
g8386	JG24_g16585	Mal24_g8305	Cre06.g268650	g4553
g8388	JG24_g16588	Mal24_g8303	Cre06.g268750	g4555
g8389	JG24_g16589	Mal24_g8302	Cre06.g268800	g4556
g8395	JG24_g16595	Mal24_g8296	Cre06.g269100	g4562
g8396	JG24_g16598	Mal24_g8295	Cre06.g269300	g4565
g12786	JG24_g16601	Mal24_g8290	Cre06.g269450	g4578
g12789	JG24_g16604	Mal24_g8287	Cre06.g269650	g4581
g15392	JG24_g16610	Mal24_g8280	Cre06.g269950	g4587
g15390	JG24_g16612	Mal24_g8278	Cre06.g270100	g4593
g15389	JG24_g16613	Mal24_g8277	Cre06.g270150	g4594
g15388	JG24_g16614	Mal24_g8276	Cre06.g270200	g4595
g15387	JG24_g16615	Mal24_g8275	Cre06.g270250	g4596
g15384	JG24_g16618	Mal24_g8272	Cre06.g270350	g4599
g15379	JG24_g16622	Mal24_g8269	Cre06.g270550	g4603
g15377	JG24_g16624	Mal24_g8267	Cre06.g270650	g4606
g15374	JG24_g16627	Mal24_g8264	Cre06.g270800	g4609
g15370	JG24_g16630	Mal24_g8261	Cre06.g270950	g4612
g15368	JG24_g16632	Mal24_g8259	Cre06.g271050	g4615
g15367	JG24_g16633	Mal24_g8258	Cre06.g271100	g4616
g15362	JG24_g16635	Mal24_g8255	Cre06.g271200	g4618
g15360	JG24_g16640	Mal24_g8254	Cre06.g271400	g17449
g15356	JG24_g16645	Mal24_g8249	Cre06.g271600	g17453
g15354	JG24_g16646	Mal24_g8248	Cre06.g271700	g17455
g15352	JG24_g16648	Mal24_g8246	Cre06.g271800	g17457
g15351	JG24_g16649	Mal24_g8245	Cre06.g271850	g17458
g15350	JG24_g16650	Mal24_g8244	Cre06.g271900	g17459
g15348	JG24_g16652	Mal24_g8242	Cre06.g272000	g17461
g15347	JG24_g16653	Mal24_g8241	Cre06.g272050	g17462
g15345	JG24_g16655	Mal24_g8239	Cre06.g272150	g17464
g15343	JG24_g16657	Mal24_g8237	Cre06.g272250	g17466
g15340	JG24_g16659	Mal24_g8236	Cre06.g272350	g17468
g15336	JG24_g16665	Mal24_g8229	Cre06.g272650	g17474
g15335	JG24_g16667	Mal24_g8227	Cre06.g272800	g17475
g15334	JG24_g16668	Mal24_g8226	Cre06.g272850	g17476
g15333	JG24_g16669	Mal24_g8225	Cre06.g272900	g17477
g15332	JG24_g16670	Mal24_g8224	Cre06.g272950	g17478
g15331	JG24_g16671	Mal24_g8223	Cre06.g273000	g17479
g15330	JG24_g16672	Mal24_g8222	Cre06.g273050	g17480
g15329	JG24_g16673	Mal24_g8221	Cre14.g623000	g6990
g15326	JG24_g16677	Mal24_g8218	Cre06.g273200	g17483
g15325	JG24_g16678	Mal24_g8216	Cre06.g273250	g17484
g15324	JG24_g16679	Mal24_g8215	Cre06.g273300	g17488
g15321	JG24_g16683	Mal24_g8212	Cre06.g273450	g17492
g15320	JG24_g16684	Mal24_g8211	Cre06.g273500	g17493
g15319	JG24_g16685	Mal24_g8210	Cre06.g273550	g17494
g15315	JG24_g16686	Mal24_g8209	Cre06.g273600	g17495
g15314	JG24_g16687	Mal24_g8208	Cre06.g273650	g17496
g15313	JG24_g16688	Mal24_g8207	Cre06.g273700	g17497
g15312	JG24_g16692	Mal24_g8204	Cre06.g273750	g17498
g15309	JG24_g16705	Mal24_g16000	Cre12.g504850	g17573
g15295	JG24_g16707	Mal24_g8184	Cre06.g274400	g17509
g15296	JG24_g16708	Mal24_g8185	Cre06.g274450	g17510
g15298	JG24_g16710	Mal24_g8187	Cre06.g274550	g17512
g15299	JG24_g16711	Mal24_g8189	Cre06.g274600	g17513
g15300	JG24_g16712	Mal24_g8190	Cre06.g274650	g17514
g3228	JG24_g16719	Mal24_g15025	Cre11.g469600	g12761
g3235	JG24_g16723	Mal24_g15030	Cre11.g469800	g12758
g3243	JG24_g16733	Mal24_g15038	Cre11.g467708	g12752
g3244	JG24_g16734	Mal24_g15039	Cre11.g467707	g12751
g3246	JG24_g16736	Mal24_g15041	Cre11.g467705	g12749
g3256	JG24_g16747	Mal24_g15049	Cre11.g467699	g12742
g3264	JG24_g16761	Mal24_g15065	Cre11.g467689	g12734
g3284	JG24_g16783	Mal24_g15088	Cre11.g467670	g12711
g3289	JG24_g16784	Mal24_g15093	Cre11.g467669	g12710
g3291	JG24_g16794	Mal24_g15095	Cre11.g467660	g12705
g3295	JG24_g16799	Mal24_g15101	Cre11.g467655	g12700
g3297	JG24_g16801	Mal24_g15102	Cre11.g467654	g12698
g12701	JG24_g16811	Mal24_g15110	Cre11.g467647	g12691
g12700	JG24_g16812	Mal24_g15111	Cre11.g467644	g12690
g12699	JG24_g16813	Mal24_g15112	Cre11.g467643	g12689
g12698	JG24_g16814	Mal24_g15113	Cre11.g467642	g12688
g12695	JG24_g16817	Mal24_g15116	Cre11.g467640	g12685
g12692	JG24_g16819	Mal24_g15118	Cre11.g467637	g12682
g12687	JG24_g16826	Mal24_g15125	Cre11.g467633	g12679
g12685	JG24_g16830	Mal24_g15127	Cre11.g467630	g12676
g12680	JG24_g16836	Mal24_g15137	Cre11.g467622	g12669
g12679	JG24_g16837	Mal24_g15138	Cre11.g467620	g12668
g12671	JG24_g16844	Mal24_g15149	Cre11.g467617	g12656
g12670	JG24_g16845	Mal24_g15150	Cre11.g467616	g12655
g12667	JG24_g16851	Mal24_g15153	Cre11.g467612	g12652
g12664	JG24_g16855	Mal24_g15156	Cre11.g467610	g12650
g12644	JG24_g16875	Mal24_g15175	Cre11.g467590	g12633
g12642	JG24_g16879	Mal24_g15176	Cre11.g467582	g12631
g12638	JG24_g16884	Mal24_g15179	Cre11.g467578	g12627
g12636	JG24_g16886	Mal24_g15181	Cre11.g467576	g12625
g12635	JG24_g16888	Mal24_g15183	Cre11.g467575	g12624
g12634	JG24_g16889	Mal24_g15184	Cre11.g467574	g12623
g12633	JG24_g16890	Mal24_g15185	Cre11.g467573	g12622
g12631	JG24_g16891	Mal24_g15186	Cre11.g467569	g12621
g12629	JG24_g16895	Mal24_g15188	Cre11.g467567	g12619
g12628	JG24_g16896	Mal24_g15189	Cre11.g467566	g12617
g12626	JG24_g16898	Mal24_g15191	Cre11.g467564	g12615
g12625	JG24_g16899	Mal24_g15192	Cre11.g467563	g12614
g12623	JG24_g16901	Mal24_g15194	Cre11.g467561	g12611
g12614	JG24_g16919	Mal24_g15203	Cre11.g467554	g12605
g12608	JG24_g16926	Mal24_g15213	Cre11.g467547	g12592
g12604	JG24_g16931	Mal24_g15215	Cre11.g467544	g12590
g12600	JG24_g16935	Mal24_g15219	Cre11.g467540	g12586
g12599	JG24_g16936	Mal24_g15220	Cre11.g467539	g12585
g12598	JG24_g16937	Mal24_g15221	Cre11.g467538	g12584
g12595	JG24_g16941	Mal24_g15224	Cre11.g467535	g12581
g12593	JG24_g16942	Mal24_g15226	Cre11.g467531	g12580
g12590	JG24_g16945	Mal24_g15230	Cre11.g467528	g12577
g12589	JG24_g16948	Mal24_g15231	Cre11.g467527	g12576
g12587	JG24_g16951	Mal24_g15234	Cre11.g467524	g12573
g12174	JG24_g16955	Mal24_g12191	Cre09.g392950	g8870
g12175	JG24_g16956	Mal24_g12190	Cre09.g393000	g8869
g12178	JG24_g16959	Mal24_g12186	Cre09.g393150	g8876
g12179	JG24_g16960	Mal24_g12185	Cre09.g393200	g8878
g12180	JG24_g16961	Mal24_g12184	Cre09.g393250	g8879
g12182	JG24_g16963	Mal24_g12182	Cre09.g393350	g8881
g12183	JG24_g16964	Mal24_g12181	Cre09.g393400	g8882
g12192	JG24_g16965	Mal24_g12180	Cre09.g393450	g8884
g12193	JG24_g16967	Mal24_g12178	Cre09.g393550	g8886
g12194	JG24_g16968	Mal24_g12177	Cre09.g393600	g8887
g12195	JG24_g16969	Mal24_g12176	Cre09.g393650	g8888
g12198	JG24_g16974	Mal24_g12172	Cre09.g393800	g8891
g12202	JG24_g16979	Mal24_g12168	Cre09.g393900	g8893
g12203	JG24_g16980	Mal24_g12166	Cre09.g393950	g8894
g12205	JG24_g16983	Mal24_g12164	Cre09.g394050	g8896
g12206	JG24_g16984	Mal24_g12163	Cre09.g394100	g8897
g12217	JG24_g16993	Mal24_g12155	Cre09.g394450	g8908
g12218	JG24_g16995	Mal24_g12154	Cre09.g394550	g8909
g12221	JG24_g16999	Mal24_g12151	Cre09.g394750	g8913
g12223	JG24_g17001	Mal24_g12149	Cre09.g394850	g8915
g12139	JG24_g17018	Mal24_g12235	Cre09.g391100	g8832
g12137	JG24_g17021	Mal24_g12237	Cre09.g391000	g8830
g12132	JG24_g17029	Mal24_g12242	Cre09.g390750	g8824
g12129	JG24_g17032	Mal24_g12245	Cre09.g801025	g8821
g12128	JG24_g17033	Mal24_g12246	Cre09.g390678	g8820
g12125	JG24_g17038	Mal24_g12250	Cre09.g801026	g8818
g12122	JG24_g17042	Mal24_g12253	Cre09.g390350	g8814
g12119	JG24_g17045	Mal24_g12257	Cre09.g390200	g8811
g12116	JG24_g17048	Mal24_g12261	Cre09.g393321	g8808
g12115	JG24_g17049	Mal24_g12262	Cre09.g393358	g8807
g12112	JG24_g17052	Mal24_g12265	Cre09.g393469	g8804
g12110	JG24_g17054	Mal24_g12267	Cre09.g393543	g8802
g12102	JG24_g17062	Mal24_g12275	Cre09.g393765	g8795
g12096	JG24_g17066	Mal24_g12279	Cre09.g393954	g8790
g12092	JG24_g17069	Mal24_g12283	Cre09.g394065	g8787
g12091	JG24_g17070	Mal24_g12284	Cre09.g394102	g8786
g12087	JG24_g17074	Mal24_g12288	Cre09.g394213	g8783
g12086	JG24_g17075	Mal24_g12289	Cre09.g394251	g8782
g12084	JG24_g17077	Mal24_g12291	Cre09.g394325	g8780
g12082	JG24_g17079	Mal24_g12293	Cre09.g394399	g8778
g12081	JG24_g17081	Mal24_g12294	Cre09.g394436	g8777
g12080	JG24_g17082	Mal24_g12295	Cre09.g394473	g8776
g12079	JG24_g17083	Mal24_g12296	Cre09.g394510	g8775
g12078	JG24_g17084	Mal24_g12297	Cre09.g394547	g8774
g12077	JG24_g17085	Mal24_g12298	Cre09.g394584	g8773
g12072	JG24_g17095	Mal24_g12303	Cre09.g394769	g8768
g12070	JG24_g17097	Mal24_g12307	Cre09.g394843	g8766
g12069	JG24_g17098	Mal24_g12308	Cre09.g394880	g8765
g12068	JG24_g17099	Mal24_g12309	Cre09.g394917	g8764
g12060	JG24_g17110	Mal24_g12318	Cre09.g395213	g7538
g12053	JG24_g17120	Mal24_g12325	Cre09.g395473	g7528
g12044	JG24_g17130	Mal24_g12333	Cre09.g395769	g7520
g12043	JG24_g17131	Mal24_g12334	Cre09.g395806	g7519
g12033	JG24_g17152	Mal24_g12346	Cre09.g396213	g7508
g12032	JG24_g17153	Mal24_g12347	Cre09.g396252	g7507
g7008	JG24_g17156	Mal24_g12350	Cre09.g396363	g7504
g7007	JG24_g17157	Mal24_g12351	Cre09.g396401	g7503
g7004	JG24_g17162	Mal24_g12355	Cre09.g396512	g7500
g7001	JG24_g17165	Mal24_g12357	Cre09.g396587	g7498
g6997	JG24_g17170	Mal24_g12365	Cre09.g396735	g7494
g6996	JG24_g17171	Mal24_g12366	Cre09.g396772	g7493
g6993	JG24_g17174	Mal24_g12369	Cre09.g396846	g7491
g6990	JG24_g17180	Mal24_g12374	Cre09.g397031	g7486
g6988	JG24_g17189	Mal24_g12376	Cre09.g397105	g7481
g6979	JG24_g17195	Mal24_g12384	Cre09.g397512	g7472
g6976	JG24_g17198	Mal24_g12387	Cre09.g397623	g7469
g6939	JG24_g17199	Mal24_g12418	Cre09.g399252	g16947
g6940	JG24_g17200	Mal24_g12417	Cre09.g399215	g16949
g6941	JG24_g17201	Mal24_g12416	Cre09.g399178	g16950
g6942	JG24_g17204	Mal24_g12415	Cre09.g399141	g16951
g6945	JG24_g17210	Mal24_g12411	Cre09.g398993	g16955
g6948	JG24_g17213	Mal24_g12408	Cre09.g398882	g16958
g6949	JG24_g17214	Mal24_g12407	Cre09.g398845	g16960
g6955	JG24_g17217	Mal24_g12400	Cre09.g398289	g16964
g6954	JG24_g17218	Mal24_g12401	Cre09.g398252	g16965
g6952	JG24_g17220	Mal24_g12403	Cre09.g398104	g16968
g6951	JG24_g17222	Mal24_g12405	Cre09.g398067	g16969
g6957	JG24_g17227	Mal24_g12397	Cre09.g397993	g16973
g6958	JG24_g17228	Mal24_g12396	Cre09.g397956	g16974
g6971	JG24_g17236	Mal24_g12390	Cre09.g397734	g7466
g6973	JG24_g17237	Mal24_g12389	Cre09.g397697	g7467
g6975	JG24_g17238	Mal24_g12388	Cre09.g397660	g7468
g6937	JG24_g17240	Mal24_g12421	Cre09.g399326	g16944
g6935	JG24_g17241	Mal24_g12425	Cre09.g399402	g16942
g6932	JG24_g17244	Mal24_g12428	Cre09.g399513	g16939
g6930	JG24_g17248	Mal24_g12430	Cre09.g399626	g16935
g13531	JG24_g17260	Mal24_g17208	Cre05.g235450	g7016
g13532	JG24_g17261	Mal24_g17209	Cre05.g235500	g7015
g13535	JG24_g17266	Mal24_g17213	Cre05.g235700	g7010
g13538	JG24_g17269	Mal24_g17216	Cre05.g235850	g7007
g13548	JG24_g17276	Mal24_g17229	Cre05.g236050	g7001
g13547	JG24_g17277	Mal24_g17228	Cre05.g236100	g7000
g13546	JG24_g17278	Mal24_g17227	Cre05.g236150	g6999
g13577	JG24_g17298	Mal24_g17271	Cre05.g237800	g6967
g13576	JG24_g17299	Mal24_g17270	Cre07.g329700	g6968
g13575	JG24_g17300	Mal24_g17269	Cre05.g237750	g6969
g13572	JG24_g17306	Mal24_g17265	Cre05.g237450	g6975
g13571	JG24_g17307	Mal24_g17264	Cre05.g237400	g6976
g13570	JG24_g17308	Mal24_g17263	Cre05.g237350	g6977
g13568	JG24_g17310	Mal24_g17256	Cre05.g237150	g6979
g13567	JG24_g17311	Mal24_g17255	Cre05.g237100	g6980
g13566	JG24_g17312	Mal24_g17254	Cre05.g237050	g6981
g13565	JG24_g17313	Mal24_g17253	Cre05.g237000	g6982
g13584	JG24_g17327	Mal24_g17277	Cre05.g238150	g6960
g13585	JG24_g17328	Mal24_g17278	Cre05.g238200	g6959
g13590	JG24_g17333	Mal24_g17283	Cre05.g238280	g6009
g13591	JG24_g17334	Mal24_g17284	Cre05.g238290	g6008
g13595	JG24_g17337	Mal24_g17288	Cre05.g238322	g6004
g13596	JG24_g17338	Mal24_g17289	Cre05.g238332	g6003
g13619	JG24_g17361	Mal24_g17309	Cre05.g239200	g2322
g13627	JG24_g17369	Mal24_g17316	Cre05.g239550	g2314
g13629	JG24_g17371	Mal24_g8569	Cre05.g239650	g2310
g13630	JG24_g17372	Mal24_g8570	Cre05.g239700	g2309
g13631	JG24_g17373	Mal24_g8571	Cre05.g239750	g2308
g13633	JG24_g17375	Mal24_g8574	Cre05.g239850	g2306
g13634	JG24_g17376	Mal24_g8575	Cre05.g239900	g2305
g13636	JG24_g17388	Mal24_g8578	Cre05.g239978	g2300
g13637	JG24_g17389	Mal24_g8579	Cre05.g240000	g2299
g13640	JG24_g17393	Mal24_g8585	Cre05.g240150	g2288
g13642	JG24_g17396	Mal24_g8587	Cre36.g759647	g2284
g13645	JG24_g17400	Mal24_g8590	Cre36.g759747	g2282
g13650	JG24_g17403	Mal24_g8593	Cre05.g240400	g2279
g13656	JG24_g17411	Mal24_g8599	Cre05.g240700	g2274
g13657	JG24_g17412	Mal24_g8601	Cre05.g240800	g2272
g13658	JG24_g17413	Mal24_g8602	Cre05.g240850	g2271
g13659	JG24_g17414	Mal24_g8603	Cre05.g240900	g2269
g13661	JG24_g17417	Mal24_g8604	Cre05.g241000	g2267
g13663	JG24_g17419	Mal24_g8606	Cre05.g241100	g2265
g13665	JG24_g17421	Mal24_g8608	Cre05.g241202	g2263
g13669	JG24_g17425	Mal24_g8611	Cre05.g241300	g2261
g13670	JG24_g17426	Mal24_g8612	Cre05.g241350	g2260
g13672	JG24_g17430	Mal24_g8614	Cre05.g241450	g2258
g8421	JG24_g17433	Mal24_g8620	Cre24.g755097	g2257
g13678	JG24_g17434	Mal24_g8619	Cre24.g755197	g2256
g13674	JG24_g17438	Mal24_g8615	Cre24.g755347	g2254
g8422	JG24_g17439	Mal24_g8621	Cre05.g230600	g2253
g8423	JG24_g17440	Mal24_g8622	Cre05.g230650	g2252
g8431	JG24_g17453	Mal24_g8640	Cre05.g800572	g7018
g8432	JG24_g17454	Mal24_g8641	Cre24.g755447	g7019
g8440	JG24_g17466	Mal24_g8658	Cre05.g232002	g7035
g7649	JG24_g17469	Mal24_g8663	Cre05.g232100	g7039
g7650	JG24_g17470	Mal24_g8665	Cre05.g232150	g7040
g7651	JG24_g17471	Mal24_g8666	Cre05.g232200	g7041
g17272	JG24_g17810	Mal24_g1776	Cre14.g621751	g219
g17273	JG24_g17812	Mal24_g1777	Cre14.g621700	g218
g17275	JG24_g17814	Mal24_g1779	Cre14.g621650	g216
g17276	JG24_g17815	Mal24_g1780	Cre14.g621600	g215
g17278	JG24_g17817	Mal24_g1783	Cre14.g801627	g213
g17280	JG24_g17819	Mal24_g1785	Cre14.g621450	g211
g17281	JG24_g17820	Mal24_g1786	Cre14.g621400	g210
g17284	JG24_g17824	Mal24_g1791	Cre14.g621250	g206
g17288	JG24_g17832	Mal24_g1801	Cre14.g621000	g201
g17298	JG24_g17842	Mal24_g1811	Cre14.g620400	g7911
g17299	JG24_g17843	Mal24_g1812	Cre14.g620350	g7912
g17300	JG24_g17844	Mal24_g1813	Cre14.g620300	g7913
g8818	JG24_g17853	Mal24_g17576	Cre02.g141100	g16671
g8816	JG24_g17855	Mal24_g17574	Cre02.g141200	g16673
g8814	JG24_g17857	Mal24_g17571	Cre02.g141350	g16675
g8813	JG24_g17858	Mal24_g17570	Cre02.g141400	g16676
g8812	JG24_g17859	Mal24_g17569	Cre02.g141450	g16677
g8811	JG24_g17860	Mal24_g17568	Cre02.g141500	g16678
g8810	JG24_g17861	Mal24_g17567	Cre02.g141550	g16679
g8803	JG24_g17867	Mal24_g17561	Cre02.g141900	g16685
g8802	JG24_g17868	Mal24_g17559	Cre02.g141950	g16686
g8801	JG24_g17869	Mal24_g17558	Cre02.g142000	g16687
g8799	JG24_g17871	Mal24_g17556	Cre02.g142150	g16689
g8798	JG24_g17872	Mal24_g17555	Cre02.g142200	g16690
g8795	JG24_g17881	Mal24_g17552	Cre02.g142351	g16693
g8794	JG24_g17882	Mal24_g17551	Cre02.g142350	g16697
g8791	JG24_g17891	Mal24_g17546	Cre02.g142800	g16706
g8790	JG24_g17892	Mal24_g17545	Cre02.g142850	g16707
g8787	JG24_g17895	Mal24_g17541	Cre02.g143000	g16710
g8786	JG24_g17896	Mal24_g17540	Cre02.g143050	g16711
g6479	JG24_g17900	Mal24_g17537	Cre02.g143200	g15247
g6480	JG24_g17901	Mal24_g17536	Cre02.g143250	g15248
g6482	JG24_g17904	Mal24_g7158	Cre02.g143350	g15250
g6484	JG24_g17906	Mal24_g7156	Cre02.g143450	g15252
g6489	JG24_g17908	Mal24_g7145	Cre02.g143550	g15254
g6492	JG24_g17911	Mal24_g7143	Cre02.g143635	g15256
g6497	JG24_g17915	Mal24_g7138	Cre02.g143850	g15261
g6501	JG24_g17920	Mal24_g7133	Cre02.g144005	g15265
g6504	JG24_g17924	Mal24_g7130	Cre02.g144002	g15268
g4403	JG24_g17944	Mal24_g15811	Cre16.g696050	g10217
g4405	JG24_g17946	Mal24_g15813	Cre16.g695950	g10215
g4406	JG24_g17947	Mal24_g15814	Cre16.g695900	g10214
g4412	JG24_g17951	Mal24_g15818	Cre16.g695700	g10210
g4415	JG24_g17964	Mal24_g15826	Cre16.g695500	g619
g4421	JG24_g17974	Mal24_g15833	Cre16.g695300	g626
g4424	JG24_g17977	Mal24_g15837	Cre16.g695100	g629
g4425	JG24_g17978	Mal24_g15838	Cre16.g695050	g630
g4433	JG24_g17981	Mal24_g15840	Cre16.g694850	g632
g4436	JG24_g17983	Mal24_g15843	Cre16.g694800	g635
g4437	JG24_g17984	Mal24_g15844	Cre16.g694750	g636
g4444	JG24_g17991	Mal24_g15855	Cre16.g694400	g645
g4445	JG24_g17992	Mal24_g15856	Cre16.g694402	g646
g4450	JG24_g17996	Mal24_g15860	Cre16.g694202	g651
g4452	JG24_g17999	Mal24_g15862	Cre16.g694204	g653
g4464	JG24_g18012	Mal24_g15872	Cre16.g693750	g666
g4465	JG24_g18013	Mal24_g15873	Cre16.g693700	g672
g4485	JG24_g18039	Mal24_g15895	Cre16.g692800	g689
g4486	JG24_g18040	Mal24_g15896	Cre16.g692750	g690
g4487	JG24_g18042	Mal24_g15897	Cre16.g692751	g691
g4488	JG24_g18043	Mal24_g15898	Cre16.g692650	g692
g4493	JG24_g18051	Mal24_g15903	Cre16.g692450	g698
g4497	JG24_g18057	Mal24_g15908	Cre16.g692300	g702
g12974	JG24_g18065	Mal24_g1617	Cre14.g629000	g15099
g12973	JG24_g18066	Mal24_g1618	Cre14.g629050	g15098
g12959	JG24_g18067	Mal24_g1629	Cre14.g801651	g15097
g12964	JG24_g18071	Mal24_g1624	Cre14.g629200	g15102
g12958	JG24_g18078	Mal24_g1630	Cre14.g629500	g15109
g12956	JG24_g18080	Mal24_g1632	Cre14.g629600	g15111
g12955	JG24_g18081	Mal24_g1633	Cre14.g629650	g15112
g12954	JG24_g18082	Mal24_g1634	Cre14.g629700	g15113
g12952	JG24_g18084	Mal24_g1635	Cre14.g629750	g15115
g12943	JG24_g18087	Mal24_g1645	Cre14.g629920	g15118
g12945	JG24_g18089	Mal24_g1643	Cre14.g630000	g15120
g12946	JG24_g18090	Mal24_g1642	Cre14.g630100	g15122
g12949	JG24_g18094	Mal24_g1639	Cre14.g630200	g15125
g12931	JG24_g18110	Mal24_g1667	Cre14.g630883	g15143
g12925	JG24_g18115	Mal24_g1673	Cre14.g630859	g15146
g12924	JG24_g18116	Mal24_g1674	Cre14.g630847	g15147
g12923	JG24_g18117	Mal24_g1675	Cre14.g630823	g15148
g12907	JG24_g18130	Mal24_g1682	Cre14.g631200	g15159
g12900	JG24_g18135	Mal24_g1689	Cre14.g631550	g15165
g12898	JG24_g18137	Mal24_g1691	Cre14.g631600	g15167
g12895	JG24_g18139	Mal24_g1694	Cre14.g631650	g15169
g12888	JG24_g18144	Mal24_g1701	Cre14.g632050	g15174
g12887	JG24_g18147	Mal24_g1702	Cre14.g631900	g15177
g12880	JG24_g18155	Mal24_g1708	Cre14.g632400	g15184
g12878	JG24_g18157	Mal24_g1710	Cre14.g632501	g15186
g12872	JG24_g18165	Mal24_g1722	Cre14.g632767	g15196
g12871	JG24_g18166	Mal24_g1723	Cre14.g632775	g15197
g12870	JG24_g18167	Mal24_g1724	Cre14.g632783	g15198
g12850	JG24_g18188	Mal24_g1753	Cre14.g633550	g15228
g12848	JG24_g18192	Mal24_g1755	Cre14.g633650	g15229
g12844	JG24_g18194	Mal24_g1758	Cre14.g633750	g15232
g1206	JG24_g18207	Mal24_g11401	Cre04.g217932	g14340
g1207	JG24_g18208	Mal24_g11402	Cre04.g217933	g14339
g1210	JG24_g18216	Mal24_g11408	Cre04.g217934	g14336
g1217	JG24_g18224	Mal24_g11411	Cre04.g217921	g14332
g1221	JG24_g18228	Mal24_g11416	Cre04.g217916	g14325
g1222	JG24_g18229	Mal24_g11417	Cre04.g217915	g14324
g1224	JG24_g18230	Mal24_g11422	Cre04.g217914	g14323
g1226	JG24_g18233	Mal24_g11424	Cre04.g217910	g14319
g1235	JG24_g18236	Mal24_g11427	Cre04.g217906	g14316
g1245	JG24_g18269	Mal24_g11436	Cre04.g800432	g14305
g933	JG24_g18273	Mal24_g17632	Cre04.g217550	g14299
g948	JG24_g18284	Mal24_g17623	Cre04.g216950	g14288
g949	JG24_g18285	Mal24_g17622	Cre04.g216902	g14287
g960	JG24_g18291	Mal24_g17617	Cre04.g216700	g14281
g962	JG24_g18294	Mal24_g17615	Cre04.g216600	g14279
g12717	JG24_g18304	Mal24_g17607	Cre04.g213985	g14271
g12715	JG24_g18306	Mal24_g17605	Cre04.g213761	g14269
g11664	JG24_g18308	Mal24_g5620	Cre16.g676645	g15827
g11672	JG24_g18314	Mal24_g5625	Cre16.g677205	g15832
g11673	JG24_g18315	Mal24_g5626	Cre16.g677877	g15833
g11675	JG24_g18317	Mal24_g5629	Cre16.g677989	g15834
g11679	JG24_g18321	Mal24_g5634	Cre16.g678437	g15836
g11694	JG24_g18336	Mal24_g5647	Cre16.g679669	g15846
g11695	JG24_g18337	Mal24_g5648	Cre16.g679781	g15847
g11698	JG24_g18339	Mal24_g5650	Cre16.g680005	g15849
g11701	JG24_g18343	Mal24_g5653	Cre16.g680230	g15852
g11702	JG24_g18344	Mal24_g5654	Cre16.g680342	g15853
g11703	JG24_g18345	Mal24_g5655	Cre16.g680454	g15854
g11704	JG24_g18346	Mal24_g5656	Cre16.g680566	g15855
g11707	JG24_g18349	Mal24_g5659	Cre16.g680902	g15858
g11709	JG24_g18351	Mal24_g5661	Cre16.g681126	g15861
g11710	JG24_g18352	Mal24_g5662	Cre16.g681238	g15862
g11723	JG24_g18371	Mal24_g5676	Cre16.g683371	g15881
g11726	JG24_g18375	Mal24_g5680	Cre16.g683707	g15884
g11728	JG24_g18378	Mal24_g5683	Cre16.g684043	g15887
g11729	JG24_g18379	Mal24_g5684	Cre16.g684155	g15888
g11730	JG24_g18380	Mal24_g5685	Cre16.g684267	g15889
g11741	JG24_g18393	Mal24_g5698	Cre16.g685277	g15900
g11743	JG24_g18395	Mal24_g5700	Cre16.g685501	g15902
g11754	JG24_g18406	Mal24_g17442	Cre16.g687182	g15913
g11756	JG24_g18408	Mal24_g17440	Cre16.g687406	g15914
g11757	JG24_g18409	Mal24_g17439	Cre16.g687518	g15915
g11764	JG24_g18418	Mal24_g17432	Cre16.g687966	g15923
g11766	JG24_g18421	Mal24_g17430	Cre16.g688190	g15927
g11767	JG24_g18422	Mal24_g17429	Cre16.g688302	g15928
g11772	JG24_g18430	Mal24_g17421	Cre16.g689087	g165
g11774	JG24_g18434	Mal24_g17419	Cre16.g689423	g167
g11781	JG24_g18440	Mal24_g17414	Cre16.g689871	g173
g11783	JG24_g18443	Mal24_g17411	Cre16.g690319	g176
g11784	JG24_g18444	Mal24_g17410	Cre16.g690431	g177
g11788	JG24_g18446	Mal24_g17406	Cre16.g690879	g180
g11789	JG24_g18447	Mal24_g17405	Cre16.g690991	g181
g11790	JG24_g18448	Mal24_g17404	Cre16.g691103	g182
g11792	JG24_g18450	Mal24_g17402	Cre16.g691215	g184
g11794	JG24_g18452	Mal24_g17400	Cre16.g691440	g186
g11795	JG24_g18453	Mal24_g17399	Cre16.g691552	g187
g11797	JG24_g18454	Mal24_g17398	Cre16.g691776	g188
g11801	JG24_g18457	Mal24_g17395	Cre16.g692116	g191
g1082	JG24_g18461	Mal24_g3857	Cre01.g049600	g14954
g1084	JG24_g18463	Mal24_g3859	Cre01.g049500	g14956
g1085	JG24_g18464	Mal24_g3860	Cre01.g049450	g14957
g1087	JG24_g18466	Mal24_g3862	Cre01.g049350	g14959
g1093	JG24_g18468	Mal24_g3866	Cre01.g049132	g14963
g1095	JG24_g18470	Mal24_g3868	Cre01.g049050	g14965
g1096	JG24_g18471	Mal24_g3869	Cre01.g049000	g14966
g1097	JG24_g18472	Mal24_g3870	Cre01.g048950	g14968
g1103	JG24_g18479	Mal24_g3886	Cre01.g048650	g14973
