	CREN	CINC	CSCH	JG05	MALA
11265	Cre12.g535650	g4759	g10947	JG24_g12104	Mal24_g4884
11266	Cre12.g535700	g4760	g10946	JG24_g12105	Mal24_g4883
11267	Cre12.g535750	g4761	g10945	JG24_g12106	Mal24_g4882
11268	Cre12.g535800	g4762	g10944	JG24_g12107	Mal24_g4881
11269	Cre12.g535851	g4763	g10943	JG24_g12108	Mal24_g4880
11270	Cre12.g535900	g4764	g10942	JG24_g12109	Mal24_g4879
11271	Cre12.g535950	g4765	g10941	JG24_g12110	Mal24_g4878
11272	Cre12.g536000	g4766	g10938	JG24_g12111	Mal24_g4877
11273	Cre12.g536000	g4766	g10940	JG24_g12111	Mal24_g4877
11274	Cre12.g536050	g4767	g10938	JG24_g12112	Mal24_g4876
11275	Cre12.g536100	g4768	g10937	JG24_g12113	Mal24_g4875
11276	Cre12.g536150	g4769	g10936	JG24_g12114	Mal24_g4874
11277	Cre12.g536251	g3067			
11278	Cre12.g536450	g4775	g10934	JG24_g12124	Mal24_g4872
11279	Cre12.g536500	g4774	g10933	JG24_g12123	Mal24_g4871
11280	Cre12.g536550	g4773	g10932	JG24_g12122	Mal24_g4870
11281	Cre12.g536600	g4771	g10931	JG24_g12121	Mal24_g4868
11282	Cre12.g536650	g4776	g10930	JG24_g12125	Mal24_g4867
11283	Cre12.g536750	g4777	g10929	JG24_g12127	Mal24_g4866
11284	Cre12.g536800	g4778	g10927		Mal24_g4865
11285	Cre12.g536850	g4779	g10926	JG24_g12128	Mal24_g4864
11286	Cre12.g536900	g4780	g10923	JG24_g12129	Mal24_g4863
11287	Cre12.g537000		g10921	JG24_g12131	Mal24_g4860
11288	Cre12.g537100	g4782	g10919	JG24_g12133	Mal24_g4858
11289	Cre12.g537150	g4785	g10918	JG24_g12134	Mal24_g4857
11290	Cre12.g537200	g4787	g10916	JG24_g12136	Mal24_g4855
11291	Cre12.g537250	g13999	g10177	JG24_g12137	Mal24_g17169
11292	Cre12.g537250	g13999	g10177	JG24_g12137	Mal24_g4851
11293	Cre12.g537250	g13999	g11858	JG24_g12137	Mal24_g17169
11294	Cre12.g537250	g13999	g11858	JG24_g12137	Mal24_g4851
11295	Cre12.g537250	g17197	g10177	JG24_g12137	Mal24_g17169
11296	Cre12.g537250	g17197	g10177	JG24_g12137	Mal24_g4851
11297	Cre12.g537250	g17197	g11858	JG24_g12137	Mal24_g17169
11298	Cre12.g537250	g17197	g11858	JG24_g12137	Mal24_g4851
11299	Cre12.g537350			JG24_g15767	
11300	Cre12.g537400	g6082	g17501	JG24_g15766	Mal24_g4849
11301	Cre12.g537450	g6081	g17502	JG24_g15765	Mal24_g4848
11302	Cre12.g537500	g6080	g17503	JG24_g15764	
11303	Cre12.g537550	g6079	g17504	JG24_g15763	Mal24_g4845
11304	Cre12.g537581	g6076	g17505	JG24_g15762	Mal24_g4844
11305	Cre12.g537611		g17506	JG24_g15761	Mal24_g4843
11306	Cre12.g537641	g6073	g17507	JG24_g15760	Mal24_g4841
11307	Cre12.g537671	g6072	g17508	JG24_g15757	Mal24_g4839
11308	Cre12.g537700	g6071	g17509	JG24_g15756	Mal24_g4838
11309	Cre12.g537750	g6070	g17510	JG24_g15755	Mal24_g4837
11310	Cre12.g537800	g6069	g17511	JG24_g15754	Mal24_g4836
11311	Cre12.g537850	g6068	g17512	JG24_g15753	Mal24_g4835
11312	Cre12.g537900			JG24_g15749	
11313	Cre12.g538000	g6067	g17516	JG24_g15748	Mal24_g4833
11314	Cre12.g538050	g6066	g17517	JG24_g15266	Mal24_g4832
11315	Cre12.g538100	g6065	g17518	JG24_g15267	Mal24_g4831
11316	Cre12.g538150	g6064	g17519	JG24_g15268	Mal24_g4830
11317	Cre12.g538250	g6062	g17521	JG24_g15270	Mal24_g4828
11318	Cre12.g538300	g6061	g17522	JG24_g15271	
11319	Cre12.g538350				Mal24_g4827
11320	Cre12.g538376	g7156			Mal24_g3987
11321	Cre12.g538400	g6059	g17524	JG24_g15275	Mal24_g4824
11322	Cre12.g538450	g6058	g17525	JG24_g15276	Mal24_g4823
11323	Cre12.g538492	g1986		JG24_g15277	
11324	Cre12.g538500	g6057	g17526	JG24_g15278	Mal24_g4822
11325	Cre12.g538550	g6056	g17527	JG24_g15279	Mal24_g4821
11326	Cre12.g538600	g6055	g17528	JG24_g15280	
11327	Cre12.g538650		g17529	JG24_g15281	
11328	Cre12.g538700	g6053	g17530	JG24_g15282	Mal24_g4817
11329	Cre12.g538750	g6052	g17531	JG24_g15283	Mal24_g4816
11330	Cre12.g538801			JG24_g15284	
11331	Cre12.g538850	g6050	g17534	JG24_g15285	Mal24_g4814
11332	Cre12.g538900	g6049	g17535	JG24_g15287	Mal24_g4813
11333	Cre12.g538950		g17536	JG24_g15288	Mal24_g4812
11334	Cre12.g539000	g6048	g17537	JG24_g15289	Mal24_g4811
11335	Cre12.g539050		g17538	JG24_g15290	Mal24_g4810
11336	Cre12.g539100	g6046	g17539	JG24_g15291	Mal24_g4809
11337	Cre12.g539650	g9969	g13383	JG24_g9791	Mal24_g6192
11338	Cre12.g539750	g9974	g13382	JG24_g9792	Mal24_g6190
11339	Cre12.g539800	g9975	g1312		
11340	Cre12.g539850	g2767		JG24_g12010	
11341	Cre12.g539900	g9976	g13381	JG24_g9798	Mal24_g6189
11342	Cre12.g540050	g9983	g13376	JG24_g9803	Mal24_g6186
11343	Cre12.g540051	g9982	g13377	JG24_g9802	Mal24_g6187
11344	Cre12.g540076	g9918	g13434	JG24_g9741	Mal24_g6236
11345	Cre12.g540150			JG24_g19257	Mal24_g14864
11346	Cre12.g540200	g9984	g13375	JG24_g9805	Mal24_g6185
11347	Cre12.g540250	g9985		JG24_g9806	Mal24_g6184
11348	Cre12.g540350	g9986		JG24_g9808	
11349	Cre12.g540351	g9985			
11350	Cre12.g540400	g9987	g13374	JG24_g9809	Mal24_g6181
11351	Cre12.g540450	g9988	g13373	JG24_g9810	Mal24_g6180
11352	Cre12.g540500	g9989	g13372	JG24_g9811	Mal24_g6178
11353	Cre12.g540650	g9995	g12559	JG24_g9813	Mal24_g6176
11354	Cre12.g540650	g9995	g13370	JG24_g9813	Mal24_g6176
11355	Cre12.g540700	g9996	g13369	JG24_g9814	Mal24_g6175
11356	Cre12.g540700	g9996	g13369	JG24_g9814	Mal24_g6175
11357	Cre12.g540750	g9997	g13368	JG24_g9815	Mal24_g6174
11358	Cre12.g540800			JG24_g9816	
11359	Cre12.g540850	g9998	g13367	JG24_g9817	Mal24_g6173
11360	Cre12.g540900	g9999	g13366	JG24_g9818	
11361	Cre12.g540927		g13433	JG24_g9742	Mal24_g6235
11362	Cre12.g540950				Mal24_g6171
11363	Cre12.g541050	g10000	g13365	JG24_g9819	
11364	Cre12.g541100	g10001	g13364	JG24_g9820	Mal24_g6170
11365	Cre12.g541150	g10002	g13363	JG24_g9821	Mal24_g6169
11366	Cre12.g541211	g8026		JG24_g2900	
11367	Cre12.g541211	g8027		JG24_g2900	
11368	Cre12.g541250	g10003	g13362	JG24_g9822	Mal24_g6168
11369	Cre12.g541300	g10004	g13361	JG24_g9823	
11370	Cre12.g541350	g10005	g13360	JG24_g9824	Mal24_g6166
11371	Cre12.g541352	g9921	g13432	JG24_g9743	Mal24_g6234
11372	Cre12.g541400	g10006	g13359	JG24_g9825	Mal24_g6165
11373	Cre12.g541450	g10007	g13358	JG24_g9826	Mal24_g6164
11374	Cre12.g541500	g10008	g13357	JG24_g9827	Mal24_g6163
11375	Cre12.g541550	g10010	g13354	JG24_g9829	Mal24_g6161
11376	Cre12.g541600	g10011	g13353	JG24_g9830	Mal24_g6160
11377	Cre12.g541650	g10013	g13352	JG24_g9831	Mal24_g6158
11378	Cre12.g541700			JG24_g9832	
11379	Cre12.g541750	g10015	g13347	JG24_g9836	Mal24_g6153
11380	Cre12.g541777	g9922	g13431	JG24_g9744	Mal24_g6233
11381	Cre12.g541800	g10016	g13346	JG24_g9837	Mal24_g6152
11382	Cre12.g541850	g10019	g13344	JG24_g9839	Mal24_g6151
11383	Cre12.g541904	g10020	g13343	JG24_g9840	Mal24_g6150
11384	Cre12.g541950	g7117		JG24_g1121	
11385	Cre12.g542000	g10021	g13342	JG24_g9841	Mal24_g6149
11386	Cre12.g542100	g10022	g13341	JG24_g9846	Mal24_g6148
11387	Cre12.g542150	g10023		JG24_g9847	Mal24_g6146
11388	Cre12.g542202	g9923	g13430	JG24_g9745	Mal24_g6232
11389	Cre12.g542250	g10169	g13338	JG24_g10033	Mal24_g6144
11390	Cre12.g542300	g10025	g13335	JG24_g9851	Mal24_g6143
11391	Cre12.g542350	g10026	g13334	JG24_g9852	Mal24_g6142
11392	Cre12.g542400		g13333	JG24_g9853	Mal24_g6141
11393	Cre12.g542450		g13332	JG24_g9854	Mal24_g6140
11394	Cre12.g542500			JG24_g9855	
11395	Cre12.g542550	g10029	g13330	JG24_g9856	Mal24_g6138
11396	Cre12.g542569	g10030	g13329	JG24_g9857	Mal24_g6137
11397	Cre12.g542650	g10031	g13328	JG24_g9858	Mal24_g6136
11398	Cre12.g542700	g10034	g13323	JG24_g9860	Mal24_g6131
11399	Cre12.g542750	g10035	g13322	JG24_g9862	Mal24_g6130
11400	Cre12.g542800	g10036	g13321	JG24_g9863	Mal24_g11331
11401	Cre12.g542800	g10036	g13321	JG24_g9863	Mal24_g6129
11402	Cre12.g542800	g10036	g14004	JG24_g9863	Mal24_g11331
11403	Cre12.g542800	g10036	g14004	JG24_g9863	Mal24_g6129
11404	Cre12.g542850	g10037	g13320	JG24_g9864	Mal24_g6128
11405	Cre12.g542900	g10039	g13318	JG24_g9866	Mal24_g6126
11406	Cre12.g542950	g10040	g13317	JG24_g9867	Mal24_g6125
11407	Cre12.g542950	g10040	g13317	JG24_g9867	Mal24_g6125
11408	Cre12.g543000	g10042	g12709	JG24_g9870	Mal24_g6123
11409	Cre12.g543050		g13315	JG24_g9871	Mal24_g6122
11410	Cre12.g543052	g9925	g13428	JG24_g9747	Mal24_g6230
11411	Cre12.g543100	g10043	g13314	JG24_g9872	Mal24_g6121
11412	Cre12.g543300	g10047	g13310	JG24_g9878	Mal24_g6116
11413	Cre12.g543301	g10046		JG24_g9877	Mal24_g6117
11414	Cre12.g543302		g730		Mal24_g1131
11415	Cre12.g543303	g10044	g13313	JG24_g9873	Mal24_g6120
11416	Cre12.g543350	g10048	g13309	JG24_g9879	
11417	Cre12.g543450	g10050	g13307	JG24_g9881	Mal24_g6114
11418	Cre12.g543477	g9926	g13427		Mal24_g6229
11419	Cre12.g543500	g10051	g705	JG24_g9882	Mal24_g6113
11420	Cre12.g543550		g706		Mal24_g6112
11421	Cre12.g543650	g10055	g707	JG24_g9884	Mal24_g6111
11422	Cre12.g543800	g10058	g708	JG24_g9886	Mal24_g6108
11423	Cre12.g543850	g10059	g709	JG24_g9887	Mal24_g6107
11424	Cre12.g543900	g10060	g710		Mal24_g6106
11425	Cre12.g543902	g9927	g13426		Mal24_g6228
11426	Cre12.g544000	g10063	g712	JG24_g9889	Mal24_g6104
11427	Cre12.g544050	g10064	g713	JG24_g9890	Mal24_g6103
11428	Cre12.g544050	g10064	g713	JG24_g9890	Mal24_g6103
11429	Cre12.g544050	g10064	g713	JG24_g9890	Mal24_g6103
11430	Cre12.g544050	g10064	g713	JG24_g9890	Mal24_g6103
11431	Cre12.g544100	g10065	g714	JG24_g9891	Mal24_g6102
11432	Cre12.g544150	g10066	g715	JG24_g9892	Mal24_g6101
11433	Cre12.g544200		g716	JG24_g9893	Mal24_g6100
11434	Cre12.g544250	g10068		JG24_g9894	Mal24_g6099
11435	Cre12.g544300	g10069		JG24_g9895	Mal24_g6098
11436	Cre12.g544327	g9928	g13425	JG24_g9749	Mal24_g6227
11437	Cre12.g544400	g10071	g720	JG24_g9897	Mal24_g6096
11438	Cre12.g544401	g10070			
11439	Cre12.g544450	g10072	g721	JG24_g9898	Mal24_g6095
11440	Cre12.g544550	g10075	g723	JG24_g9901	Mal24_g6093
11441	Cre12.g544600	g10076	g724	JG24_g9902	Mal24_g6092
11442	Cre12.g544650	g10077		JG24_g9903	
11443	Cre12.g544662	g10078		JG24_g9904	Mal24_g6091
11444	Cre12.g544700	g10079	g726	JG24_g9906	Mal24_g6090
11445	Cre12.g544750	g10080	g727	JG24_g9907	Mal24_g6089
11446	Cre12.g544752	g9929	g13424	JG24_g9750	Mal24_g6226
11447	Cre12.g544800	g5911	g11937		Mal24_g13765
11448	Cre12.g544850		g728		
11449	Cre12.g544900	g10082	g729	JG24_g9912	Mal24_g6087
11450	Cre12.g544950	g10085			Mal24_g6086
11451	Cre12.g544952	g13944			Mal24_g8592
11452	Cre12.g545000		g732	JG24_g9919	Mal24_g6085
11453	Cre12.g545101	g10087	g733	JG24_g9920	Mal24_g6083
11454	Cre12.g545150			JG24_g586	Mal24_g4386
11455	Cre12.g545177	g9930	g13423	JG24_g9752	Mal24_g6222
11456	Cre12.g545250	g10088	g734	JG24_g9926	Mal24_g6082
11457	Cre12.g545300			JG24_g9927	Mal24_g6081
11458	Cre12.g545400				Mal24_g6079
11459	Cre12.g545450	g10090	g736	JG24_g9929	Mal24_g6078
11460	Cre12.g545500	g10091	g737	JG24_g9930	Mal24_g6077
11461	Cre12.g545550	g10092	g738	JG24_g9931	Mal24_g6076
11462	Cre12.g545600	g10093	g739	JG24_g9932	Mal24_g6075
11463	Cre12.g545800	g10094	g740	JG24_g9939	Mal24_g6071
11464	Cre12.g545850	g10095	g741	JG24_g9940	Mal24_g6070
11465	Cre12.g545950	g10097		JG24_g9943	Mal24_g6064
11466	Cre12.g546000	g10099	g749	JG24_g9944	Mal24_g6065
11467	Cre12.g546027	g9931		JG24_g9753	
11468	Cre12.g546050	g10100	g748	JG24_g9945	Mal24_g6066
11469	Cre12.g546100	g10101	g750	JG24_g9946	Mal24_g6060
11470	Cre12.g546150		g751	JG24_g9947	Mal24_g6059
11471	Cre12.g546200		g752	JG24_g9948	Mal24_g6058
11472	Cre12.g546250		g753	JG24_g9949	Mal24_g6057
11473	Cre12.g546300	g10103	g754	JG24_g9950	Mal24_g6056
11474	Cre12.g546350	g10104	g755	JG24_g9951	Mal24_g6055
11475	Cre12.g546400	g10105	g756	JG24_g9952	Mal24_g6054
11476	Cre12.g546450	g10106	g757	JG24_g9953	Mal24_g6053
11477	Cre12.g546452	g9932	g13422		Mal24_g6221
11478	Cre12.g546500	g10107	g758	JG24_g9954	Mal24_g6052
11479	Cre12.g546550	g10108	g759	JG24_g9955	Mal24_g6051
11480	Cre12.g546600	g10109	g760	JG24_g9956	Mal24_g6050
11481	Cre12.g546650	g10110	g762	JG24_g9958	Mal24_g6048
11482	Cre12.g546700	g10111	g763	JG24_g9959	Mal24_g6047
11483	Cre12.g546700	g10111	g763	JG24_g9959	Mal24_g6047
11484	Cre12.g546750	g10112			
11485	Cre12.g546770	g10113	g765		
11486	Cre12.g546800	g10114	g766	JG24_g9962	Mal24_g6045
11487	Cre12.g546850	g10115	g767	JG24_g9963	Mal24_g6043
11488	Cre12.g546877	g9933		JG24_g9754	Mal24_g6220
11489	Cre12.g546900	g10116	g768	JG24_g9964	Mal24_g6042
11490	Cre12.g546950	g10117	g769	JG24_g9965	Mal24_g6041
11491	Cre12.g547000	g10118	g770	JG24_g9966	Mal24_g6040
11492	Cre12.g547050	g10119	g771		
11493	Cre12.g547100	g10120	g772	JG24_g9968	Mal24_g6038
11494	Cre12.g547150	g10122	g773	JG24_g9970	Mal24_g6036
11495	Cre12.g547250	g10124	g775		
11496	Cre12.g547300	g10125	g776		
11497	Cre12.g547302	g9935	g13420	JG24_g12397	Mal24_g6219
11498	Cre12.g547350	g10126	g777	JG24_g9973	Mal24_g6033
11499	Cre12.g547351	g10127	g778	JG24_g9974	Mal24_g6032
11500	Cre12.g547351	g10127	g778	JG24_g9975	Mal24_g6032
11501	Cre12.g547400	g10132	g779	JG24_g9976	Mal24_g6030
11502	Cre12.g547450	g10133	g780	JG24_g9977	
11503	Cre12.g547500		g783	JG24_g9980	Mal24_g6027
11504	Cre12.g547650			JG24_g10675	Mal24_g16689
11505	Cre12.g547651	g10136	g784	JG24_g9981	Mal24_g6026
11506	Cre12.g547700	g10140	g786	JG24_g9987	Mal24_g6018
11507	Cre12.g547727			JG24_g6513	
11508	Cre12.g547734			JG24_g9988	Mal24_g6017
11509	Cre12.g547750	g10141	g787	JG24_g9989	Mal24_g6016
11510	Cre12.g547800			JG24_g9993	Mal24_g4869
11511	Cre12.g547850		g789	JG24_g9994	
11512	Cre12.g547900	g10142	g790	JG24_g9995	Mal24_g6014
11513	Cre12.g547950	g10143	g791	JG24_g9996	Mal24_g6013
11514	Cre12.g548000	g10144	g792	JG24_g9997	Mal24_g6012
11515	Cre12.g548050	g10146	g793	JG24_g9999	Mal24_g6011
11516	Cre12.g548051		g794	JG24_g9998	Mal24_g6010
11517	Cre12.g548100	g10147	g795	JG24_g10000	Mal24_g6009
11518	Cre12.g548152		g13415	JG24_g9757	Mal24_g6218
11519	Cre12.g548200	g7393	g798	JG24_g10002	Mal24_g6007
11520	Cre12.g548201		g796		Mal24_g6008
11521	Cre12.g548250	g7392	g799	JG24_g10003	Mal24_g6006
11522	Cre12.g548300			JG24_g10004	Mal24_g6005
11523	Cre12.g548350	g7391	g800	JG24_g10005	Mal24_g6004
11524	Cre12.g548400	g10156	g801	JG24_g10007	Mal24_g6003
11525	Cre12.g548450	g10150	g802	JG24_g10008	Mal24_g6002
11526	Cre12.g548500	g10151	g803		Mal24_g6001
11527	Cre12.g548550	g10152	g804	JG24_g10012	Mal24_g6000
11528	Cre12.g548577			JG24_g9758	
11529	Cre12.g548650	g10154	g806	JG24_g10014	Mal24_g5998
11530	Cre12.g548651				Mal24_g5999
11531	Cre12.g548800	g7408			
11532	Cre12.g548900	g10155	g807	JG24_g10015	Mal24_g5997
11533	Cre12.g549000	g10157	g809	JG24_g10019	Mal24_g5994
11534	Cre12.g549002	g9937		JG24_g9759	
11535	Cre12.g549050	g10158	g810	JG24_g10020	Mal24_g5993
11536	Cre12.g549100	g10159	g811	JG24_g10021	Mal24_g5992
11537	Cre12.g549150	g10160	g812	JG24_g10022	Mal24_g5991
11538	Cre12.g549200		g813	JG24_g10025	Mal24_g5990
11539	Cre12.g549250	g10163	g814	JG24_g10028	Mal24_g5988
11540	Cre12.g549300	g10164	g815	JG24_g10029	Mal24_g5987
11541	Cre12.g549350	g10165	g816	JG24_g10030	Mal24_g5986
11542	Cre12.g549400				Mal24_g5985
11543	Cre12.g549427	g9938	g13407	JG24_g9760	Mal24_g6215
11544	Cre12.g549450	g10167	g818		Mal24_g5984
11545	Cre12.g549500	g10168	g819	JG24_g10032	Mal24_g5983
11546	Cre12.g549600	g10170	g821	JG24_g10034	Mal24_g5981
11547	Cre12.g549700	g10172	g823	JG24_g10036	Mal24_g5979
11548	Cre12.g549750	g10173	g824	JG24_g10037	
11549	Cre12.g549800	g10174	g825	JG24_g10038	Mal24_g5976
11550	Cre12.g549850	g10175	g826	JG24_g10039	
11551	Cre12.g549852	g9939	g13406	JG24_g9761	Mal24_g6214
11552	Cre12.g549900	g10176	g827	JG24_g10040	Mal24_g5970
11553	Cre12.g549950	g10177	g831	JG24_g10042	Mal24_g5968
11554	Cre12.g550152			JG24_g10043	Mal24_g5967
11555	Cre12.g550200		g837	JG24_g10045	
11556	Cre12.g550250	g10192	g836	JG24_g10046	Mal24_g5961
11557	Cre12.g550277	g9940	g13405	JG24_g9762	Mal24_g6213
11558	Cre12.g550300	g10193	g835		Mal24_g5962
11559	Cre12.g550350	g10194			
11560	Cre12.g550450	g10196	g838	JG24_g15226	Mal24_g5957
11561	Cre12.g550500	g832			
11562	Cre12.g550550	g7417		JG24_g15229	Mal24_g5953
11563	Cre12.g550600	g7416	g839	JG24_g15230	Mal24_g5952
11564	Cre12.g550650	g7415	g840	JG24_g15231	Mal24_g5951
11565	Cre12.g550700	g7414	g841	JG24_g15232	Mal24_g5950
11566	Cre12.g550702	g9941	g13404	JG24_g9763	Mal24_g6212
11567	Cre12.g550750	g7413	g842	JG24_g15233	Mal24_g16881
11568	Cre12.g550750	g7413	g842	JG24_g15233	Mal24_g5949
11569	Cre12.g550800	g7412	g843	JG24_g15234	Mal24_g5948
11570	Cre12.g550850	g7411	g844	JG24_g15235	Mal24_g5947
11571	Cre12.g550900	g7410	g845	JG24_g15236	Mal24_g5946
11572	Cre12.g551000	g7404	g847	JG24_g15238	Mal24_g5944
11573	Cre12.g551050	g7403	g848	JG24_g15239	Mal24_g5943
11574	Cre12.g551100	g7402		JG24_g15240	Mal24_g5942
11575	Cre12.g551127	g9942	g13403		
11576	Cre12.g551200	g7401	g851	JG24_g15242	Mal24_g5940
11577	Cre12.g551201		g850		Mal24_g5941
11578	Cre12.g551250	g7400	g852	JG24_g15243	Mal24_g5939
11579	Cre12.g551350	g7398		JG24_g15246	Mal24_g5937
11580	Cre12.g551352	g7399	g853		Mal24_g5938
11581	Cre12.g551500	g7395	g857	JG24_g15249	Mal24_g5934
11582	Cre12.g551501	g7396	g856	JG24_g15248	Mal24_g5935
11583	Cre12.g551503	g7397	g855	JG24_g15247	Mal24_g5936
11584	Cre12.g551550		g858	JG24_g15250	Mal24_g5933
11585	Cre12.g551552	g9943			
11586	Cre12.g551600	g7384	g859	JG24_g15251	Mal24_g5932
11587	Cre12.g551650	g7383	g860	JG24_g15252	Mal24_g5930
11588	Cre12.g551700			JG24_g15254	Mal24_g5929
11589	Cre12.g551801	g7381	g862	JG24_g15255	Mal24_g5928
11590	Cre12.g551850	g7380	g864	JG24_g15257	Mal24_g5927
11591	Cre12.g551900	g7379	g865	JG24_g15258	Mal24_g5926
11592	Cre12.g551950	g7378	g866	JG24_g15259	Mal24_g5925
11593	Cre12.g551977		g13401		
11594	Cre12.g552001	g7376		JG24_g15261	
11595	Cre12.g552050	g7375	g868	JG24_g15262	Mal24_g5922
11596	Cre12.g552100	g7374	g869		Mal24_g5921
11597	Cre12.g552150	g7372	g870	JG24_g15264	Mal24_g5920
11598	Cre12.g552200	g7371	g871	JG24_g15265	Mal24_g5919
11599	Cre12.g552250	g7370			Mal24_g5918
11600	Cre12.g552300	g7369	g873	JG24_g15746	Mal24_g5917
11601	Cre12.g552350	g7368	g874	JG24_g15745	Mal24_g5916
11602	Cre12.g552400		g875	JG24_g15744	Mal24_g5915
11603	Cre12.g552402	g9945	g13400	JG24_g9765	Mal24_g6209
11604	Cre12.g552500		g877	JG24_g15742	Mal24_g5913
11605	Cre12.g552550		g878	JG24_g15741	Mal24_g5912
11606	Cre12.g552600	g7363	g879	JG24_g15740	Mal24_g5911
11607	Cre12.g552650	g7362	g880	JG24_g15739	Mal24_g5910
11608	Cre12.g552700	g7361	g881	JG24_g15738	
11609	Cre12.g552850	g7358	g884	JG24_g15734	Mal24_g5903
11610	Cre12.g552851	g7359	g883	JG24_g15735	Mal24_g5904
11611	Cre12.g552900	g7357	g885	JG24_g15733	Mal24_g5902
11612	Cre12.g553000			JG24_g4348	
11613	Cre12.g553050			JG24_g15732	Mal24_g5901
11614	Cre12.g553100	g7355	g887	JG24_g15731	Mal24_g5900
11615	Cre12.g553245		g888	JG24_g15730	Mal24_g5899
11616	Cre12.g553250	g7353	g890	JG24_g15728	Mal24_g5898
11617	Cre12.g553252		g11487	JG24_g15729	
11618	Cre12.g553450	g7352	g891	JG24_g15727	Mal24_g5897
11619	Cre12.g553500	g7351	g892	JG24_g15726	Mal24_g5896
11620	Cre12.g553550	g7350	g893	JG24_g15725	Mal24_g5895
11621	Cre12.g553600	g7349	g894	JG24_g15724	Mal24_g5894
11622	Cre12.g553650	g7348	g895	JG24_g15721	Mal24_g5891
11623	Cre12.g553678	g9947	g13398	JG24_g9770	Mal24_g6205
11624	Cre12.g553700	g7347	g896	JG24_g15720	Mal24_g5890
11625	Cre12.g553750	g7346	g897	JG24_g15719	Mal24_g5889
11626	Cre12.g553800	g7345	g898	JG24_g15718	Mal24_g5888
11627	Cre12.g553850	g7344			
11628	Cre12.g553900	g7343		JG24_g15716	Mal24_g5885
11629	Cre12.g553950	g7342	g902	JG24_g15715	Mal24_g5884
11630	Cre12.g554050	g7340	g905	JG24_g15709	Mal24_g5880
11631	Cre12.g554100		g909	JG24_g9790	Mal24_g5876
11632	Cre12.g554103	g9948	g13397	JG24_g9771	Mal24_g6204
11633	Cre12.g554150	g7339		JG24_g15708	
11634	Cre12.g554200			JG24_g15707	Mal24_g5874
11635	Cre12.g554250	g7337	g912	JG24_g15706	Mal24_g5873
11636	Cre12.g554300	g7336	g913		Mal24_g5872
11637	Cre12.g554350	g7335	g914		Mal24_g5871
11638	Cre12.g554400	g7334	g915	JG24_g15704	Mal24_g5870
11639	Cre12.g554450	g7332		JG24_g15702	Mal24_g5868
11640	Cre12.g554450	g7332		JG24_g15702	Mal24_g5868
11641	Cre12.g554528	g9952	g13396	JG24_g9776	Mal24_g6203
11642	Cre12.g554550		g11880	JG24_g15701	Mal24_g5867
11643	Cre12.g554600	g7330	g11881	JG24_g15700	Mal24_g5866
11644	Cre12.g554650	g7329	g11882	JG24_g15699	Mal24_g5865
11645	Cre12.g554700	g7328	g11883	JG24_g15698	Mal24_g5864
11646	Cre12.g554750	g7327	g11884	JG24_g15697	Mal24_g5863
11647	Cre12.g554800	g7326	g11885	JG24_g15696	Mal24_g5862
11648	Cre12.g554850	g7325	g11886	JG24_g15695	Mal24_g5861
11649	Cre12.g554929	g7323		JG24_g15694	
11650	Cre12.g554953	g9954	g13395	JG24_g9777	Mal24_g6202
11651	Cre12.g555000	g7321	g11892	JG24_g15686	Mal24_g5856
11652	Cre12.g555050	g7320	g11893	JG24_g15684	Mal24_g5855
11653	Cre12.g555150	g7319	g11894	JG24_g15683	Mal24_g5854
11654	Cre12.g555200	g7318	g11895	JG24_g15682	Mal24_g5853
11655	Cre12.g555250	g7317	g11896	JG24_g15681	Mal24_g5852
11656	Cre12.g555300	g7316	g11897	JG24_g15680	Mal24_g5851
11657	Cre12.g555350	g7315	g11898	JG24_g15679	Mal24_g5850
11658	Cre12.g555378	g9955	g13394	JG24_g9778	Mal24_g6201
11659	Cre12.g555400	g7314	g11899	JG24_g15678	Mal24_g5849
11660	Cre12.g555450	g7313	g11900	JG24_g15677	Mal24_g5848
11661	Cre12.g555500	g7312	g11901	JG24_g15676	Mal24_g5847
11662	Cre12.g555550	g7311	g11902	JG24_g15675	Mal24_g5845
11663	Cre12.g555600	g7304	g11904	JG24_g15672	Mal24_g5843
11664	Cre12.g555650	g7303	g11905	JG24_g15671	Mal24_g5842
11665	Cre12.g555700	g7302	g11906	JG24_g15670	Mal24_g5841
11666	Cre12.g555750	g7301	g11907	JG24_g15669	Mal24_g5840
11667	Cre12.g555800	g7300	g11908	JG24_g15668	
11668	Cre12.g555803	g9956	g13393	JG24_g9779	Mal24_g6200
11669	Cre12.g555850	g7299	g11909	JG24_g15667	Mal24_g5839
11670	Cre12.g555950	g7297	g11911	JG24_g15664	Mal24_g5837
11671	Cre12.g555951	g7298	g11910	JG24_g15665	Mal24_g5838
11672	Cre12.g556000	g7294	g11912	JG24_g15663	Mal24_g5836
11673	Cre12.g556050	g7293	g11913	JG24_g15662	Mal24_g5835
11674	Cre12.g556100	g7292	g11914	JG24_g15661	Mal24_g5834
11675	Cre12.g556150	g7291	g11915	JG24_g15660	Mal24_g5833
11676	Cre12.g556200		g11916	JG24_g15659	Mal24_g5831
11677	Cre12.g556228	g9958	g13392	JG24_g9780	Mal24_g6199
11678	Cre12.g556250	g7289	g11917	JG24_g15657	Mal24_g5830
11679	Cre12.g556300	g7288	g11918	JG24_g15656	Mal24_g5829
11680	Cre12.g556350	g7287		JG24_g15655	Mal24_g5828
11681	Cre12.g556400		g17180	JG24_g15654	
